Id,Source,Target,Weight
18321,139,318,7
18322,162,139,2
18323,139,162,2
18324,69,139,8
18325,139,69,8
18326,60,139,8
18327,139,60,8
18328,61,139,8
18329,139,61,8
18330,353,139,6
18331,139,353,6
18332,175,139,5
18333,139,175,5
18334,373,139,3
18335,139,373,3
18336,176,139,9
18337,139,176,9
18338,287,139,4
18339,139,287,4
18340,177,139,10
18341,139,177,10
18342,319,139,2
18343,139,319,2
18344,356,139,4
18345,139,356,4
18346,347,139,7
18347,139,347,7
18348,31,139,11
18349,139,31,11
18350,72,139,10
18351,139,72,10
18352,33,139,22
18353,139,33,22
18354,179,139,11
18355,139,179,11
18356,288,139,3
18357,139,288,3
18358,180,139,1
18359,139,180,1
18360,216,312,14
18361,312,216,14
18362,87,312,3
18363,312,87,3
18364,344,312,6
18365,312,344,6
18366,106,312,2
18367,312,106,2
18368,5,312,6
18369,312,5,6
18370,345,312,2
18371,312,345,2
18372,338,312,4
18373,312,338,4
18374,8,312,8
18375,312,8,8
18376,111,312,1
18377,312,111,1
18378,75,312,3
18379,312,75,3
18380,115,312,2
18381,312,115,2
18382,120,312,8
18383,312,120,8
18384,586,312,2
18385,312,586,2
18386,12,312,4
18387,312,12,4
18388,306,312,2
18389,312,306,2
18390,15,312,8
18391,312,15,8
18392,124,312,3
18393,312,124,3
18394,308,312,3
18395,312,308,3
18396,18,312,2
18397,312,18,2
18398,19,312,3
18399,312,19,3
18400,309,312,8
18401,312,309,8
18402,21,312,3
18403,312,21,3
18404,339,312,4
18405,312,339,4
18406,395,312,8
18407,312,395,8
18408,140,312,2
18409,312,140,2
18410,142,312,3
18411,312,142,3
18412,67,312,2
18413,312,67,2
18414,224,312,3
18415,312,224,3
18416,149,312,6
18417,312,149,6
18418,152,312,1
18419,312,152,1
18420,154,312,6
18421,312,154,6
18422,156,312,2
18423,312,156,2
18424,68,312,2
18425,312,68,2
18426,282,312,2
18427,312,282,2
18428,157,312,2
18429,312,157,2
18430,283,312,2
18431,312,283,2
18432,159,312,2
18433,312,159,2
18434,318,312,7
18435,312,318,7
18436,353,312,2
18437,312,353,2
18438,175,312,3
18439,312,175,3
18440,176,312,5
18441,312,176,5
18442,287,312,3
18443,312,287,3
18444,177,312,3
18445,312,177,3
18446,319,312,4
18447,312,319,4
18448,356,312,2
18449,312,356,2
18450,347,312,5
18451,312,347,5
18452,33,312,29
18453,312,33,29
18454,179,312,4
18455,312,179,4
18456,288,312,2
18457,312,288,2
18458,241,387,2
18459,387,241,2
18460,97,387,7
18461,387,97,7
18462,217,387,1
18463,387,217,1
18464,344,387,2
18465,387,344,2
18466,336,387,2
18467,387,336,2
18468,6,387,24
18469,387,6,24
18470,7,387,20
18471,387,7,20
18472,8,387,3
18473,387,8,3
18474,75,387,2
18475,387,75,2
18476,257,387,3
18477,387,257,3
18478,120,387,6
18479,387,120,6
18480,40,387,3
18481,387,40,3
18482,15,387,2
18483,387,15,2
18484,132,387,3
18485,387,132,3
18486,339,387,2
18487,387,339,2
18488,395,387,4
18489,387,395,4
18490,44,387,34
18491,387,44,34
18492,224,387,2
18493,387,224,2
18494,149,387,2
18495,387,149,2
18496,346,387,2
18497,387,346,2
18498,78,387,2
18499,387,78,2
18500,154,387,2
18501,387,154,2
18502,330,387,3
18503,387,330,3
18504,318,387,3
18505,387,318,3
18506,167,387,1
18507,387,167,1
18508,170,387,3
18509,387,170,3
18510,286,387,1
18511,387,286,1
18512,211,387,3
18513,387,211,3
18514,173,387,2
18515,387,173,3
18516,175,387,2
18517,387,175,2
18518,176,387,2
18519,387,176,2
18520,354,387,4
18521,387,354,4
18522,177,387,3
18523,387,177,3
18524,347,387,2
18525,387,347,2
18526,32,387,9
18527,387,32,9
18528,33,387,10
18529,387,33,10
18530,80,44,8
18531,44,80,8
18532,1,44,40
18533,44,1,40
18534,34,44,16
18535,44,34,16
18536,2,44,42
18537,44,2,42
18538,216,44,8
18539,44,216,8
18540,190,44,1
18541,44,190,6
18542,87,44,1
18543,44,87,1
18544,3,44,21
18545,44,3,21
18546,89,44,10
18547,44,89,10
18548,90,44,8
18549,44,90,8
18550,92,44,5
18551,44,92,5
18552,93,44,2
18553,44,93,2
18554,237,44,1
18555,44,237,1
18556,94,44,11
18557,44,94,11
18558,95,44,10
18559,44,95,10
18560,239,44,1
18561,44,239,1
18562,96,44,56
18563,44,96,56
18564,241,44,2
18565,44,241,2
18566,97,44,45
18567,44,97,45
18568,217,44,3
18569,44,217,3
18570,244,44,3
18571,44,244,3
18572,35,44,2
18573,44,35,2
18574,99,44,19
18575,44,99,20
18576,101,44,22
18577,44,101,22
18578,102,44,2
18579,44,102,2
18580,247,44,2
18581,44,247,2
18582,36,44,3
18583,44,36,3
18584,105,44,10
18585,44,105,10
18586,37,44,54
18587,44,37,54
18588,363,44,4
18589,44,363,4
18590,38,44,7
18591,44,38,8
18592,63,44,15
18593,44,63,15
18594,64,44,23
18595,44,64,23
18596,6,44,56
18597,44,6,56
18598,73,44,21
18599,44,73,21
18600,7,44,47
18601,44,7,47
18602,110,44,12
18603,44,110,12
18604,65,44,14
18605,44,65,14
18606,8,44,7
18607,44,8,7
18608,111,44,1
18609,44,111,1
18610,66,44,3
18611,44,66,3
18612,71,44,3
18613,44,71,3
18614,115,44,1
18615,44,115,1
18616,256,44,1
18617,44,256,1
18618,9,44,45
18619,44,9,45
18620,257,44,5
18621,44,257,5
18622,40,44,32
18623,44,40,32
18624,11,44,2
18625,44,11,2
18626,122,44,2
18627,44,122,2
18628,123,44,2
18629,44,123,2
18630,15,44,8
18631,44,15,8
18632,16,44,21
18633,44,16,21
18634,124,44,2
18635,44,124,2
18636,20,44,19
18637,44,20,19
18638,24,44,8
18639,44,24,8
18640,260,44,5
18641,44,260,6
18642,42,44,5
18643,44,42,5
18644,128,44,31
18645,44,128,32
18646,342,44,1
18647,392,44,7
18648,44,392,7
18649,129,44,41
18650,44,129,41
18651,130,44,13
18652,44,130,13
18653,132,44,3
18654,44,132,3
18655,133,44,11
18656,44,133,11
18657,263,44,2
18658,44,263,2
18659,26,44,48
18660,44,26,48
18661,339,44,5
18662,44,339,5
18663,351,44,3
18664,44,351,3
18665,137,44,28
18666,44,137,28
18667,395,44,7
18668,44,395,7
18669,138,44,45
18670,44,138,45
18671,366,44,35
18672,44,366,29
18673,139,44,63
18674,44,139,63
18675,387,44,34
18676,44,387,34
18677,343,44,39
18678,44,343,39
18679,643,44,30
18680,44,643,30
18681,313,44,46
18682,44,313,46
18683,732,44,7
18684,44,732,7
18685,140,44,2
18686,44,140,2
18687,141,44,1
18688,44,141,1
18689,142,44,11
18690,44,142,10
18691,67,44,2
18692,44,67,3
18693,45,44,16
18694,44,45,17
18695,143,44,28
18696,44,143,28
18697,314,44,7
18698,44,314,7
18699,219,44,5
18700,44,219,5
18701,48,44,1
18702,44,48,1
18703,49,44,40
18704,44,49,40
18705,55,44,9
18706,44,55,9
18707,27,44,11
18708,44,27,11
18709,210,44,3
18710,44,210,3
18711,316,44,2
18712,44,316,2
18713,146,44,11
18714,44,146,11
18715,28,44,14
18716,44,28,14
18717,148,44,6
18718,44,148,6
18719,224,44,1
18720,44,224,1
18721,149,44,20
18722,44,149,20
18723,152,44,1
18724,44,152,1
18725,279,44,1
18726,44,279,1
18727,154,44,8
18728,44,154,8
18729,156,44,6
18730,44,156,6
18731,317,44,2
18732,44,317,2
18733,157,44,1
18734,44,157,1
18735,159,44,10
18736,44,159,10
18737,330,44,5
18738,44,330,5
18739,160,44,24
18740,44,160,23
18741,318,44,7
18742,44,318,7
18743,162,44,16
18744,44,162,16
18745,69,44,39
18746,44,69,39
18747,166,44,1
18748,44,166,1
18749,167,44,1
18750,44,167,1
18751,170,44,5
18752,44,170,5
18753,286,44,4
18754,44,286,4
18755,548,44,2
18756,44,548,2
18757,399,44,2
18758,44,399,2
18759,29,44,11
18760,44,29,11
18761,171,44,1
18762,44,171,1
18763,221,44,10
18764,44,221,10
18765,60,44,32
18766,44,60,32
18767,211,44,16
18768,44,211,16
18769,173,44,23
18770,44,173,23
18771,174,44,14
18772,44,174,14
18773,61,44,8
18774,44,61,8
18775,175,44,2
18776,44,175,2
18777,354,44,4
18778,44,354,4
18779,347,44,4
18780,44,347,4
18781,72,44,45
18782,44,72,45
18783,32,44,29
18784,44,32,29
18785,180,44,10
18786,44,180,10
18787,181,44,8
18788,44,181,8
18789,183,44,12
18790,44,183,12
18791,184,44,4
18792,44,184,4
18793,216,313,3
18794,313,216,3
18795,87,313,1
18796,313,87,1
18797,97,313,7
18798,313,97,7
18799,217,313,1
18800,313,217,1
18801,102,313,2
18802,313,102,2
18803,344,313,3
18804,313,344,3
18805,363,313,3
18806,313,363,3
18807,336,313,2
18808,313,336,2
18809,64,313,8
18810,313,64,7
18811,6,313,32
18812,313,6,32
18813,7,313,23
18814,313,7,23
18815,65,313,4
18816,313,65,4
18817,8,313,3
18818,313,8,3
18819,111,313,3
18820,313,111,3
18821,257,313,3
18822,313,257,3
18823,495,313,2
18824,313,495,2
18825,120,313,6
18826,313,120,6
18827,586,313,3
18828,313,586,3
18829,40,313,5
18830,313,40,6
18831,11,313,2
18832,313,11,2
18833,12,313,2
18834,313,12,2
18835,15,313,3
18836,313,15,3
18837,124,313,3
18838,313,124,3
18839,125,313,2
18840,313,125,2
18841,309,313,2
18842,313,309,2
18843,132,313,2
18844,313,132,2
18845,339,313,6
18846,313,339,6
18847,395,313,7
18848,313,395,7
18849,138,313,3
18850,313,138,3
18851,44,313,46
18852,313,44,46
18853,142,313,2
18854,313,142,2
18855,67,313,2
18856,313,67,2
18857,224,313,2
18858,313,224,2
18859,78,313,2
18860,313,78,2
18861,154,313,2
18862,313,154,2
18863,156,313,3
18864,313,156,3
18865,68,313,2
18866,313,68,2
18867,157,313,2
18868,313,157,2
18869,159,313,3
18870,313,159,3
18871,318,313,2
18872,313,318,2
18873,69,313,4
18874,313,69,4
18875,170,313,2
18876,313,170,2
18877,211,313,4
18878,313,211,4
18879,173,313,3
18880,313,173,3
18881,353,313,3
18882,313,353,3
18883,175,313,2
18884,313,175,2
18885,176,313,2
18886,313,176,2
18887,354,313,3
18888,313,354,3
18889,287,313,6
18890,313,287,6
18891,177,313,2
18892,313,177,2
18893,319,313,3
18894,313,319,3
18895,356,313,2
18896,313,356,2
18897,347,313,3
18898,313,347,3
18899,32,313,10
18900,313,32,10
18901,33,313,14
18902,313,33,14
18903,179,313,4
18904,313,179,4
18905,288,313,2
18906,313,288,2
18907,1,140,2
18908,140,1,2
18909,2,140,11
18910,140,2,11
18911,216,140,8
18912,140,216,8
18913,241,140,1
18914,140,241,1
18915,97,140,6
18916,140,97,7
18917,102,140,4
18918,140,102,4
18919,247,140,5
18920,140,247,5
18921,360,140,6
18922,140,360,4
18923,36,140,8
18924,140,36,7
18925,103,140,5
18926,140,103,5
18927,104,140,8
18928,140,104,8
18929,105,140,4
18930,140,105,4
18931,344,140,5
18932,140,344,5
18933,37,140,3
18934,140,37,3
18935,4,140,24
18936,140,4,24
18937,106,140,4
18938,140,106,4
18939,76,140,2
18940,140,76,2
18941,63,140,7
18942,140,63,7
18943,409,140,2
18944,140,409,2
18945,5,140,10
18946,140,5,10
18947,372,140,2
18948,140,372,2
18949,64,140,8
18950,140,64,8
18951,563,140,2
18952,140,563,2
18953,6,140,21
18954,140,6,20
18955,107,140,5
18956,140,107,5
18957,337,140,1
18958,140,337,1
18959,73,140,6
18960,140,73,6
18961,108,140,3
18962,140,108,3
18963,338,140,3
18964,140,338,3
18965,7,140,10
18966,140,7,10
18967,580,140,1
18968,140,580,1
18969,110,140,2
18970,140,110,2
18971,65,140,8
18972,140,65,7
18973,341,140,5
18974,140,341,5
18975,9,140,1
18976,140,9,1
18977,495,140,11
18978,140,495,14
18979,120,140,48
18980,140,120,50
18981,733,140,3
18982,140,733,3
18983,586,140,9
18984,140,586,9
18985,130,140,4
18986,140,130,4
18987,26,140,17
18988,140,26,19
18989,339,140,19
18990,140,339,19
18991,393,140,3
18992,140,393,3
18993,205,140,2
18994,140,205,2
18995,136,140,14
18996,140,136,14
18997,137,140,4
18998,140,137,4
18999,44,140,2
19000,140,44,2
19001,312,140,2
19002,140,312,2
19003,142,140,31
19004,140,142,31
19005,67,140,13
19006,140,67,13
19007,149,140,2
19008,140,149,2
19009,154,140,3
19010,140,154,3
19011,156,140,1
19012,140,156,3
19013,160,140,5
19014,140,160,5
19015,162,140,7
19016,140,162,7
19017,69,140,2
19018,140,69,2
19019,401,140,2
19020,140,401,2
19021,636,140,8
19022,140,636,8
19023,353,140,16
19024,140,353,16
19025,175,140,19
19026,140,175,19
19027,373,140,5
19028,140,373,5
19029,176,140,27
19030,140,176,27
19031,369,140,9
19032,140,369,9
19033,354,140,5
19034,140,354,5
19035,287,140,22
19036,140,287,22
19037,177,140,12
19038,140,177,12
19039,370,140,3
19040,140,370,3
19041,319,140,9
19042,140,319,9
19043,661,140,6
19044,140,661,6
19045,356,140,15
19046,140,356,15
19047,347,140,17
19048,140,347,17
19049,31,140,60
19050,140,31,60
19051,72,140,4
19052,140,72,4
19053,32,140,28
19054,140,32,28
19055,178,140,9
19056,140,178,9
19057,33,140,29
19058,140,33,29
19059,179,140,31
19060,140,179,31
19061,288,140,18
19062,140,288,18
19063,550,140,2
19064,140,550,2
19065,444,140,3
19066,140,444,3
19067,79,142,3
19068,142,79,3
19069,227,142,24
19070,142,227,24
19071,1,142,16
19072,142,1,16
19073,2,142,62
19074,142,2,62
19075,216,142,8
19076,142,216,8
19077,735,142,2
19078,142,735,2
19079,736,142,6
19080,142,736,6
19081,737,142,7
19082,142,737,7
19083,572,142,7
19084,142,572,7
19085,738,142,3
19086,142,738,3
19087,474,142,7
19088,142,474,7
19089,739,142,4
19090,142,739,4
19091,573,142,10
19092,142,573,10
19093,475,142,12
19094,142,475,12
19095,740,142,8
19096,142,740,8
19097,320,142,16
19098,142,320,16
19099,3,142,4
19100,142,3,5
19101,231,142,2
19102,142,231,2
19103,89,142,11
19104,142,89,11
19105,232,142,1
19106,142,232,1
19107,479,142,11
19108,142,479,12
19109,685,142,13
19110,142,685,11
19111,480,142,6
19112,142,480,6
19113,90,142,3
19114,142,90,4
19115,235,142,2
19116,142,235,2
19117,94,142,5
19118,142,94,5
19119,96,142,17
19120,142,96,17
19121,241,142,1
19122,142,241,1
19123,97,142,19
19124,142,97,19
19125,242,142,1
19126,142,242,2
19127,101,142,8
19128,142,101,8
19129,102,142,8
19130,142,102,8
19131,247,142,19
19132,142,247,19
19133,360,142,3
19134,142,360,3
19135,36,142,36
19136,142,36,36
19137,103,142,21
19138,142,103,21
19139,104,142,24
19140,142,104,24
19141,105,142,18
19142,142,105,18
19143,344,142,8
19144,142,344,8
19145,37,142,49
19146,142,37,45
19147,4,142,105
19148,142,4,105
19149,106,142,30
19150,142,106,33
19151,76,142,12
19152,142,76,12
19153,63,142,13
19154,142,63,13
19155,409,142,3
19156,142,409,3
19157,5,142,24
19158,142,5,23
19159,64,142,20
19160,142,64,20
19161,6,142,70
19162,142,6,70
19163,107,142,5
19164,142,107,5
19165,73,142,20
19166,142,73,20
19167,345,142,2
19168,142,345,2
19169,7,142,43
19170,142,7,43
19171,65,142,22
19172,142,65,22
19173,251,142,4
19174,142,251,8
19175,8,142,5
19176,142,8,5
19177,741,142,4
19178,142,741,4
19179,9,142,13
19180,142,9,13
19181,120,142,24
19182,142,120,24
19183,40,142,7
19184,142,40,8
19185,12,142,11
19186,142,12,11
19187,15,142,8
19188,142,15,8
19189,16,142,38
19190,142,16,38
19191,124,142,4
19192,142,124,4
19193,18,142,3
19194,142,18,3
19195,309,142,16
19196,142,309,16
19197,20,142,40
19198,142,20,40
19199,22,142,2
19200,142,22,2
19201,24,142,12
19202,142,24,12
19203,128,142,2
19204,142,128,2
19205,130,142,26
19206,142,130,26
19207,132,142,2
19208,142,132,2
19209,261,142,1
19210,142,261,1
19211,133,142,2
19212,142,133,2
19213,264,142,17
19214,142,264,17
19215,265,142,6
19216,142,265,6
19217,135,142,15
19218,142,135,15
19219,267,142,4
19220,142,267,3
19221,742,142,4
19222,142,742,4
19223,26,142,71
19224,142,26,71
19225,339,142,15
19226,142,339,15
19227,136,142,6
19228,142,136,6
19229,137,142,12
19230,142,137,12
19231,138,142,2
19232,142,138,2
19233,366,142,3
19234,142,366,2
19235,139,142,2
19236,142,139,2
19237,44,142,10
19238,142,44,11
19239,312,142,3
19240,142,312,3
19241,313,142,2
19242,142,313,2
19243,140,142,31
19244,142,140,31
19245,141,142,83
19246,142,141,82
19247,743,142,7
19248,142,743,7
19249,744,142,19
19250,142,744,19
19251,745,142,4
19252,142,745,4
19253,268,142,56
19254,142,268,57
19255,67,142,160
19256,142,67,162
19257,388,142,2
19258,142,388,2
19259,746,142,2
19260,142,746,1
19261,143,142,12
19262,142,143,12
19263,48,142,8
19264,142,48,8
19265,49,142,8
19266,142,49,8
19267,747,142,1
19268,142,747,1
19269,273,142,8
19270,142,273,8
19271,748,142,8
19272,142,748,8
19273,224,142,8
19274,142,224,8
19275,511,142,8
19276,142,511,8
19277,149,142,71
19278,142,149,71
19279,150,142,19
19280,142,150,19
19281,152,142,8
19282,142,152,8
19283,154,142,136
19284,142,154,137
19285,156,142,16
19286,142,156,16
19287,317,142,2
19288,142,317,2
19289,282,142,24
19290,142,282,25
19291,749,142,2
19292,142,749,2
19293,283,142,23
19294,142,283,23
19295,854,142,1
19296,142,854,1
19297,644,142,8
19298,142,644,8
19299,158,142,1
19300,160,142,16
19301,142,160,16
19302,162,142,49
19303,142,162,49
19304,69,142,45
19305,142,69,45
19306,513,142,4
19307,168,142,4
19308,142,168,2
19309,29,142,16
19310,142,29,16
19311,61,142,8
19312,142,61,8
19313,176,142,5
19314,142,176,5
19315,177,142,3
19316,142,177,3
19317,319,142,2
19318,142,319,2
19319,347,142,5
19320,142,347,5
19321,226,142,13
19322,142,226,13
19323,31,142,29
19324,142,31,29
19325,72,142,74
19326,142,72,74
19327,32,142,22
19328,142,32,22
19329,33,142,24
19330,142,33,24
19331,179,142,20
19332,142,179,20
19333,402,142,8
19334,142,402,8
19335,182,142,8
19336,142,182,8
19337,183,142,14
19338,142,183,16
19339,184,142,16
19340,142,184,16
19341,381,142,8
19342,142,381,8
19343,185,142,8
19344,142,185,8
19345,525,142,3
19346,142,525,3
19347,1,141,1
19348,141,1,1
19349,2,141,5
19350,141,2,5
19351,96,141,3
19352,141,96,3
19353,97,141,2
19354,141,97,2
19355,101,141,2
19356,141,101,2
19357,102,141,2
19358,141,102,2
19359,247,141,1
19360,141,247,1
19361,36,141,1
19362,141,36,1
19363,103,141,1
19364,141,103,1
19365,4,141,2
19366,141,4,2
19367,106,141,1
19368,141,106,1
19369,63,141,2
19370,141,63,2
19371,409,141,1
19372,141,409,1
19373,5,141,2
19374,141,5,2
19375,372,141,1
19376,141,372,2
19377,64,141,6
19378,141,64,6
19379,563,141,1
19380,141,563,1
19381,6,141,4
19382,141,6,4
19383,73,141,3
19384,141,73,3
19385,108,141,3
19386,141,108,3
19387,109,141,1
19388,141,109,1
19389,7,141,3
19390,141,7,3
19391,110,141,1
19392,141,110,1
19393,65,141,3
19394,141,65,3
19395,130,141,2
19396,141,130,2
19397,26,141,3
19398,141,26,3
19399,137,141,1
19400,141,137,1
19401,44,141,1
19402,141,44,1
19403,142,141,82
19404,141,142,83
19405,268,141,8
19406,141,268,8
19407,67,141,36
19408,141,67,36
19409,388,141,32
19410,141,388,32
19411,149,141,1
19412,141,149,1
19413,152,141,4
19414,141,152,4
19415,69,141,2
19416,141,69,2
19417,353,141,2
19418,141,353,2
19419,175,141,4
19420,141,175,4
19421,176,141,3
19422,141,176,3
19423,287,141,4
19424,141,287,4
19425,177,141,2
19426,141,177,2
19427,319,141,2
19428,141,319,2
19429,356,141,2
19430,141,356,2
19431,31,141,21
19432,141,31,21
19433,32,141,2
19434,141,32,2
19435,33,141,3
19436,141,33,3
19437,179,141,12
19438,141,179,12
19439,288,141,2
19440,141,288,2
19441,2,268,2
19442,268,2,2
19443,89,268,4
19444,268,89,4
19445,685,268,3
19446,268,685,3
19447,241,268,1
19448,268,241,1
19449,97,268,1
19450,268,97,1
19451,64,268,1
19452,268,64,1
19453,6,268,3
19454,268,6,3
19455,107,268,1
19456,268,107,1
19457,750,268,6
19458,268,750,6
19459,141,268,8
19460,268,141,8
19461,743,268,19
19462,268,743,19
19463,744,268,44
19464,268,744,44
19465,142,268,57
19466,268,142,56
19467,745,268,14
19468,268,745,14
19469,67,268,25
19470,268,67,25
19471,746,268,13
19472,268,746,14
19473,751,268,5
19474,268,751,5
19475,152,268,2
19476,268,152,2
19477,31,268,1
19478,268,31,1
19479,33,268,1
19480,268,33,1
19481,402,268,7
19482,268,402,7
19483,227,67,3
19484,67,227,4
19485,81,67,1
19486,2,67,24
19487,67,2,25
19488,216,67,8
19489,67,216,8
19490,190,67,6
19491,67,190,6
19492,475,67,2
19493,67,475,2
19494,320,67,2
19495,67,320,2
19496,231,67,1
19497,67,231,1
19498,89,67,1
19499,67,89,1
19500,96,67,2
19501,67,96,2
19502,97,67,4
19503,67,97,4
19504,102,67,14
19505,67,102,14
19506,247,67,3
19507,67,247,3
19508,298,67,2
19509,67,298,2
19510,453,67,2
19511,67,453,2
19512,752,67,3
19513,67,752,3
19514,299,67,2
19515,67,299,2
19516,360,67,3
19517,67,360,3
19518,534,67,2
19519,67,534,2
19520,36,67,20
19521,67,36,20
19522,103,67,8
19523,67,103,8
19524,104,67,17
19525,67,104,16
19526,344,67,19
19527,67,344,19
19528,37,67,15
19529,67,37,15
19530,4,67,87
19531,67,4,87
19532,753,67,2
19533,67,753,2
19534,249,67,3
19535,67,249,3
19536,106,67,8
19537,67,106,8
19538,459,67,3
19539,67,459,3
19540,76,67,5
19541,67,76,5
19542,409,67,2
19543,67,409,2
19544,5,67,6
19545,67,5,6
19546,336,67,2
19547,67,336,2
19548,64,67,2
19549,67,64,2
19550,6,67,32
19551,67,6,32
19552,73,67,3
19553,67,73,3
19554,345,67,3
19555,67,345,3
19556,338,67,3
19557,67,338,3
19558,7,67,7
19559,67,7,7
19560,110,67,2
19561,67,110,2
19562,65,67,4
19563,67,65,4
19564,341,67,3
19565,67,341,3
19566,9,67,2
19567,67,9,2
19568,120,67,6
19569,67,120,6
19570,40,67,1
19571,67,40,2
19572,12,67,2
19573,67,12,2
19574,15,67,11
19575,67,15,11
19576,16,67,20
19577,67,16,20
19578,124,67,2
19579,67,124,2
19580,309,67,4
19581,67,309,4
19582,130,67,26
19583,67,130,26
19584,132,67,3
19585,67,132,3
19586,264,67,4
19587,67,264,4
19588,26,67,35
19589,67,26,35
19590,339,67,6
19591,67,339,6
19592,139,67,3
19593,67,139,3
19594,44,67,3
19595,67,44,2
19596,312,67,2
19597,67,312,2
19598,313,67,2
19599,67,313,2
19600,140,67,13
19601,67,140,13
19602,141,67,36
19603,67,141,36
19604,744,67,2
19605,67,744,2
19606,142,67,162
19607,67,142,160
19608,268,67,25
19609,67,268,25
19610,149,67,50
19611,67,149,50
19612,152,67,1
19613,67,152,1
19614,154,67,81
19615,67,154,85
19616,68,67,3
19617,67,68,3
19618,283,67,5
19619,67,283,5
19620,162,67,53
19621,67,162,53
19622,69,67,31
19623,67,69,31
19624,29,67,8
19625,67,29,8
19626,175,67,2
19627,67,175,2
19628,176,67,3
19629,67,176,3
19630,287,67,1
19631,177,67,2
19632,67,177,2
19633,347,67,3
19634,67,347,3
19635,226,67,7
19636,67,226,7
19637,31,67,32
19638,67,31,32
19639,72,67,3
19640,32,67,4
19641,67,32,4
19642,33,67,21
19643,67,33,21
19644,179,67,3
19645,67,179,3
19646,184,67,11
19647,67,184,10
19648,1,143,51
19649,143,1,51
19650,2,143,20
19651,143,2,20
19652,216,143,19
19653,143,216,19
19654,190,143,4
19655,143,190,5
19656,3,143,22
19657,143,3,23
19658,94,143,4
19659,143,94,4
19660,95,143,14
19661,143,95,15
19662,239,143,3
19663,143,239,3
19664,96,143,14
19665,143,96,14
19666,241,143,2
19667,143,241,2
19668,97,143,6
19669,143,97,6
19670,101,143,3
19671,143,101,3
19672,102,143,3
19673,143,102,3
19674,247,143,3
19675,143,247,3
19676,36,143,3
19677,143,36,3
19678,105,143,5
19679,143,105,5
19680,344,143,13
19681,143,344,13
19682,37,143,38
19683,143,37,38
19684,76,143,12
19685,143,76,12
19686,5,143,5
19687,143,5,5
19688,336,143,8
19689,143,336,8
19690,64,143,6
19691,143,64,6
19692,6,143,47
19693,143,6,40
19694,73,143,8
19695,143,73,8
19696,108,143,3
19697,143,108,3
19698,7,143,29
19699,143,7,29
19700,110,143,2
19701,143,110,2
19702,65,143,7
19703,143,65,7
19704,8,143,32
19705,143,8,32
19706,115,143,8
19707,143,115,8
19708,9,143,24
19709,143,9,24
19710,120,143,11
19711,143,120,11
19712,40,143,45
19713,143,40,47
19714,305,143,2
19715,143,305,2
19716,11,143,6
19717,143,11,6
19718,12,143,12
19719,143,12,12
19720,122,143,9
19721,143,122,9
19722,13,143,5
19723,143,13,5
19724,123,143,2
19725,143,123,2
19726,15,143,23
19727,143,15,22
19728,259,143,9
19729,143,259,9
19730,16,143,8
19731,143,16,8
19732,124,143,6
19733,143,124,6
19734,125,143,3
19735,143,125,3
19736,308,143,2
19737,143,308,2
19738,18,143,2
19739,143,18,2
19740,309,143,24
19741,143,309,24
19742,20,143,21
19743,143,20,21
19744,21,143,11
19745,143,21,11
19746,22,143,5
19747,143,22,5
19748,126,143,5
19749,143,126,5
19750,43,143,3
19751,143,43,4
19752,132,143,3
19753,143,132,3
19754,133,143,34
19755,143,133,34
19756,26,143,40
19757,143,26,40
19758,339,143,2
19759,143,339,2
19760,137,143,2
19761,143,137,2
19762,395,143,2
19763,143,395,2
19764,44,143,28
19765,143,44,28
19766,142,143,12
19767,143,142,12
19768,45,143,16
19769,143,45,16
19770,269,143,3
19771,143,269,3
19772,314,143,59
19773,143,314,58
19774,144,143,56
19775,143,144,56
19776,543,143,21
19777,143,543,21
19778,754,143,12
19779,143,754,12
19780,145,143,7
19781,143,145,7
19782,649,143,8
19783,143,649,8
19784,315,143,43
19785,143,315,44
19786,49,143,8
19787,143,49,8
19788,27,143,20
19789,143,27,19
19790,28,143,2
19791,143,28,2
19792,224,143,2
19793,143,224,2
19794,149,143,23
19795,143,149,23
19796,154,143,31
19797,143,154,31
19798,156,143,8
19799,143,156,8
19800,157,143,3
19801,143,157,3
19802,283,143,10
19803,143,283,10
19804,158,143,2
19805,143,158,2
19806,330,143,3
19807,143,330,3
19808,160,143,6
19809,143,160,6
19810,318,143,3
19811,143,318,3
19812,162,143,3
19813,143,162,3
19814,69,143,8
19815,143,69,8
19816,170,143,4
19817,143,170,4
19818,29,143,40
19819,143,29,40
19820,30,143,8
19821,143,30,6
19822,60,143,6
19823,143,60,6
19824,61,143,10
19825,143,61,9
19826,213,143,2
19827,143,213,2
19828,175,143,6
19829,143,175,6
19830,176,143,2
19831,143,176,2
19832,354,143,3
19833,143,354,3
19834,319,143,3
19835,143,319,3
19836,347,143,3
19837,143,347,3
19838,31,143,8
19839,143,31,8
19840,72,143,24
19841,143,72,24
19842,32,143,40
19843,143,32,40
19844,33,143,16
19845,143,33,16
19846,216,314,5
19847,314,216,5
19848,95,314,3
19849,314,95,3
19850,241,314,3
19851,314,241,3
19852,102,314,4
19853,314,102,4
19854,344,314,7
19855,314,344,7
19856,76,314,2
19857,314,76,2
19858,5,314,9
19859,314,5,3
19860,336,314,4
19861,314,336,4
19862,6,314,7
19863,314,6,7
19864,107,314,2
19865,314,107,2
19866,338,314,2
19867,314,338,2
19868,7,314,24
19869,314,7,24
19870,110,314,2
19871,314,110,2
19872,8,314,2
19873,314,8,2
19874,9,314,8
