Id,Source,Target,Weight
1655,40,87,4
1656,87,40,4
1657,15,87,3
1658,87,15,3
1659,128,87,2
1660,87,128,2
1661,342,87,1
1662,87,342,1
1663,137,87,2
1664,87,137,2
1665,366,87,1
1666,87,366,1
1667,139,87,2
1668,87,139,2
1669,343,87,1
1670,87,343,1
1671,44,87,1
1672,87,44,1
1673,312,87,3
1674,87,312,3
1675,313,87,1
1676,87,313,1
1677,48,87,9
1678,87,48,9
1679,49,87,1
1680,87,49,1
1681,55,87,3
1682,87,55,3
1683,316,87,2
1684,87,316,2
1685,160,87,1
1686,87,160,1
1687,175,87,2
1688,87,175,4
1689,176,87,1
1690,87,176,3
1691,369,87,1
1692,87,369,2
1693,287,87,1
1694,87,287,2
1695,177,87,2
1696,87,177,2
1697,319,87,1
1698,87,319,2
1699,355,87,1
1700,87,355,1
1701,356,87,1
1702,87,356,1
1703,31,87,3
1704,87,31,4
1705,32,87,3
1706,87,32,3
1707,179,87,6
1708,87,179,8
1709,288,87,4
1710,87,288,6
1711,374,87,1
1712,87,374,1
1713,1,3,39
1714,3,1,39
1715,215,3,1
1716,3,215,1
1717,2,3,8
1718,3,2,8
1719,216,3,12
1720,3,216,12
1721,87,3,1
1722,88,3,28
1723,3,88,30
1724,95,3,6
1725,3,95,6
1726,239,3,4
1727,3,239,4
1728,96,3,4
1729,3,96,4
1730,97,3,5
1731,3,97,5
1732,102,3,2
1733,3,102,2
1734,105,3,3
1735,3,105,3
1736,344,3,5
1737,3,344,5
1738,37,3,16
1739,3,37,16
1740,76,3,8
1741,3,76,8
1742,63,3,6
1743,3,63,6
1744,5,3,5
1745,3,5,5
1746,336,3,8
1747,3,336,8
1748,6,3,34
1749,3,6,34
1750,73,3,2
1751,3,73,2
1752,345,3,3
1753,3,345,2
1754,338,3,6
1755,3,338,6
1756,7,3,23
1757,3,7,23
1758,110,3,3
1759,3,110,3
1760,8,3,24
1761,3,8,24
1762,9,3,3
1763,3,9,3
1764,120,3,3
1765,3,120,3
1766,40,3,15
1767,3,40,15
1768,11,3,2
1769,3,11,2
1770,12,3,4
1771,3,12,4
1772,122,3,2
1773,3,122,2
1774,15,3,8
1775,3,15,8
1776,259,3,1
1777,3,259,1
1778,16,3,9
1779,3,16,9
1780,124,3,2
1781,3,124,2
1782,18,3,2
1783,3,18,2
1784,309,3,8
1785,3,309,8
1786,20,3,18
1787,3,20,18
1788,21,3,3
1789,3,21,3
1790,132,3,3
1791,3,132,3
1792,135,3,1
1793,3,135,1
1794,26,3,12
1795,3,26,12
1796,339,3,9
1797,3,339,9
1798,44,3,21
1799,3,44,21
1800,142,3,5
1801,3,142,5
1802,45,3,13
1803,3,45,12
1804,143,3,23
1805,3,143,22
1806,49,3,13
1807,3,49,13
1808,27,3,14
1809,3,27,14
1810,316,3,3
1811,3,316,3
1812,28,3,3
1813,3,28,3
1814,224,3,2
1815,3,224,2
1816,149,3,12
1817,3,149,12
1818,346,3,3
1819,3,346,3
1820,154,3,14
1821,3,154,14
1822,156,3,4
1823,3,156,4
1824,68,3,2
1825,3,68,2
1826,283,3,2
1827,3,283,2
1828,318,3,2
1829,3,318,2
1830,162,3,3
1831,3,162,3
1832,69,3,4
1833,3,69,4
1834,170,3,4
1835,3,170,4
1836,286,3,1
1837,3,286,1
1838,29,3,20
1839,3,29,20
1840,60,3,8
1841,3,60,8
1842,174,3,2
1843,3,174,2
1844,61,3,5
1845,3,61,5
1846,213,3,2
1847,3,213,2
1848,175,3,3
1849,3,175,3
1850,319,3,2
1851,3,319,2
1852,347,3,2
1853,3,347,2
1854,31,3,8
1855,3,31,8
1856,72,3,14
1857,3,72,14
1858,32,3,20
1859,3,32,20
1860,33,3,16
1861,3,33,16
1862,179,3,3
1863,3,179,3
1864,1,88,10
1865,88,1,10
1866,2,88,4
1867,88,2,4
1868,216,88,3
1869,88,216,3
1870,87,88,1
1871,88,87,2
1872,3,88,30
1873,88,3,28
1874,95,88,2
1875,88,95,2
1876,99,88,1
1877,88,99,4
1878,101,88,1
1879,88,101,1
1880,104,88,2
1881,88,104,1
1882,37,88,2
1883,88,37,2
1884,63,88,2
1885,88,63,2
1886,5,88,1
1887,88,5,1
1888,336,88,2
1889,88,336,2
1890,64,88,2
1891,88,64,2
1892,6,88,4
1893,88,6,4
1894,337,88,1
1895,88,337,1
1896,73,88,1
1897,88,73,1
1898,108,88,1
1899,88,108,1
1900,628,88,2
1901,88,628,2
1902,109,88,3
1903,88,109,3
1904,338,88,3
1905,88,338,3
1906,7,88,3
1907,88,7,3
1908,110,88,1
1909,88,110,1
1910,65,88,1
1911,88,65,1
1912,40,88,4
1913,88,40,5
1914,15,88,2
1915,88,15,2
1916,130,88,2
1917,88,130,1
1918,339,88,2
1919,88,339,2
1920,348,88,2
1921,88,348,3
1922,48,88,6
1923,88,48,6
1924,55,88,1
1925,88,55,1
1926,29,88,11
1927,88,29,10
1928,31,88,1
1929,88,31,1
1930,32,88,7
1931,88,32,7
1932,179,88,2
1933,88,179,2
1934,1,92,8
1935,92,1,8
1936,2,92,5
1937,92,2,5
1938,349,92,1
1939,92,349,1
1940,93,92,2
1941,92,93,3
1942,94,92,36
1943,92,94,34
1944,96,92,3
1945,92,96,3
1946,97,92,1
1947,92,97,1
1948,101,92,10
1949,92,101,10
1950,247,92,2
1951,92,247,2
1952,350,92,1
1953,92,350,1
1954,36,92,1
1955,103,92,1
1956,92,103,1
1957,104,92,3
1958,92,104,3
1959,37,92,6
1960,92,37,5
1961,4,92,2
1962,92,4,2
1963,249,92,1
1964,92,249,2
1965,106,92,1
1966,92,106,1
1967,63,92,2
1968,92,63,2
1969,5,92,2
1970,92,5,2
1971,64,92,3
1972,92,64,3
1973,6,92,15
1974,92,6,15
1975,73,92,1
1976,92,73,1
1977,108,92,2
1978,92,108,2
1979,7,92,17
1980,92,7,17
1981,65,92,1
1982,92,65,1
1983,8,92,13
1984,92,8,13
1985,120,92,6
1986,92,120,6
1987,20,92,6
1988,92,20,6
1989,24,92,3
1990,92,24,3
1991,130,92,1
1992,92,130,1
1993,26,92,3
1994,92,26,3
1995,136,92,3
1996,92,136,3
1997,351,92,1
1998,92,351,1
1999,137,92,3
2000,92,137,3
2001,352,92,1
2002,92,352,1
2003,44,92,5
2004,92,44,5
2005,27,92,4
2006,92,27,4
2007,28,92,2
2008,92,28,2
2009,149,92,5
2010,92,149,5
2011,154,92,6
2012,92,154,6
2013,160,92,5
2014,92,160,5
2015,162,92,2
2016,92,162,2
2017,69,92,9
2018,92,69,9
2019,29,92,13
2020,92,29,13
2021,61,92,3
2022,92,61,3
2023,353,92,1
2024,92,353,1
2025,175,92,2
2026,92,175,2
2027,176,92,4
2028,92,176,4
2029,354,92,1
2030,92,354,1
2031,287,92,3
2032,92,287,3
2033,177,92,4
2034,92,177,4
2035,319,92,2
2036,92,319,2
2037,356,92,2
2038,92,356,2
2039,31,92,23
2040,92,31,23
2041,32,92,3
2042,92,32,3
2043,33,92,10
2044,92,33,10
2045,179,92,9
2046,92,179,9
2047,288,92,3
2048,92,288,3
2049,216,295,3
2050,295,216,3
2051,349,295,3
2052,295,349,3
2053,93,295,3
2054,295,93,3
2055,237,295,8
2056,295,237,13
2057,94,295,5
2058,97,295,1
2059,295,97,1
2060,101,295,1
2061,295,101,1
2062,63,295,3
2063,295,63,3
2064,5,295,2
2065,295,5,2
2066,64,295,2
2067,295,64,2
2068,6,295,9
2069,295,6,9
2070,107,295,3
2071,295,107,3
2072,73,295,1
2073,295,73,1
2074,7,295,2
2075,295,7,2
2076,65,295,1
2077,295,65,1
2078,120,295,2
2079,295,120,2
2080,136,295,3
2081,295,136,3
2082,137,295,2
2083,295,137,2
2084,357,295,1
2085,295,357,1
2086,48,295,1
2087,295,48,1
2088,175,295,1
2089,295,175,2
2090,176,295,1
2091,295,176,1
2092,177,295,1
2093,295,177,1
2094,356,295,1
2095,295,356,1
2096,31,295,4
2097,295,31,4
2098,33,295,3
2099,295,33,3
2100,179,295,3
2101,295,179,3
2102,1,93,10
2103,93,1,10
2104,34,93,1
2105,93,34,1
2106,358,93,3
2107,93,358,3
2108,2,93,2
2109,93,2,2
2110,92,93,3
2111,93,92,2
2112,349,93,1
2113,93,349,1
2114,295,93,3
2115,93,295,3
2116,359,93,2
2117,93,359,2
2118,94,93,32
2119,93,94,34
2120,96,93,5
2121,93,96,5
2122,97,93,6
2123,93,97,6
2124,99,93,1
2125,93,99,1
2126,101,93,11
2127,93,101,11
2128,102,93,5
2129,93,102,5
2130,247,93,2
2131,93,247,2
2132,360,93,1
2133,93,360,2
2134,36,93,3
2135,93,36,2
2136,103,93,1
2137,93,103,1
2138,104,93,4
2139,93,104,4
2140,105,93,1
2141,93,105,1
2142,37,93,7
2143,93,37,7
2144,4,93,3
2145,93,4,3
2146,106,93,1
2147,93,106,2
2148,76,93,4
2149,93,76,4
2150,63,93,4
2151,93,63,4
2152,5,93,8
2153,93,5,8
2154,336,93,2
2155,93,336,2
2156,64,93,7
2157,93,64,7
2158,6,93,16
2159,93,6,16
2160,73,93,5
2161,93,73,5
2162,108,93,4
2163,93,108,4
2164,7,93,19
2165,93,7,19
2166,65,93,6
2167,93,65,6
2168,8,93,2
2169,93,8,2
2170,257,93,1
2171,93,257,1
2172,120,93,2
2173,93,120,2
2174,16,93,2
2175,93,16,2
2176,20,93,11
2177,93,20,11
2178,24,93,1
2179,93,24,1
2180,128,93,1
2181,93,128,1
2182,134,93,1
2183,26,93,8
2184,93,26,8
2185,136,93,5
2186,93,136,5
2187,137,93,5
2188,93,137,5
2189,44,93,2
2190,93,44,2
2191,27,93,6
2192,93,27,6
2193,149,93,2
2194,93,149,2
2195,159,93,4
2196,93,159,4
2197,880,93,1
2198,93,880,1
2199,160,93,4
2200,93,160,4
2201,162,93,6
2202,93,162,6
2203,69,93,11
2204,93,69,11
2205,353,93,2
2206,93,353,2
2207,175,93,1
2208,93,175,1
2209,176,93,4
2210,93,176,4
2211,287,93,1
2212,93,287,1
2213,319,93,2
2214,93,319,2
2215,356,93,1
2216,93,356,1
2217,31,93,19
2218,93,31,20
2219,72,93,4
2220,93,72,3
2221,32,93,6
2222,93,32,6
2223,33,93,5
2224,93,33,5
2225,179,93,12
2226,93,179,12
2227,2,237,1
2228,237,2,1
2229,216,237,5
2230,237,216,5
2231,236,237,1
2232,295,237,13
2233,237,295,8
2234,94,237,8
2235,237,94,13
2236,103,237,2
2237,237,103,2
2238,344,237,2
2239,237,344,2
2240,76,237,3
2241,237,76,3
2242,63,237,2
2243,237,63,2
2244,5,237,1
2245,237,5,1
2246,64,237,2
2247,237,64,2
2248,6,237,9
2249,237,6,9
2250,73,237,1
2251,237,73,1
2252,345,237,2
2253,237,345,2
2254,338,237,3
2255,237,338,3
2256,7,237,3
2257,237,7,3
2258,65,237,2
2259,237,65,2
2260,341,237,3
2261,237,341,3
2262,120,237,4
2263,237,120,4
2264,44,237,1
2265,237,44,1
2266,159,237,2
2267,237,159,2
2268,318,237,2
2269,237,318,2
2270,69,237,1
2271,237,69,1
2272,32,237,2
2273,237,32,2
2274,33,237,3
2275,237,33,3
2276,179,237,2
2277,237,179,2
2278,1,94,36
2279,94,1,36
2280,2,94,18
2281,94,2,18
2282,361,94,2
2283,94,361,3
2284,85,94,14
2285,94,85,14
2286,89,94,1
2287,94,89,1
2288,236,94,2
2289,94,236,2
2290,92,94,34
2291,94,92,36
2292,349,94,8
2293,94,349,8
2294,93,94,34
2295,94,93,32
2296,237,94,13
2297,94,237,8
2298,96,94,6
2299,94,96,7
2300,97,94,10
2301,94,97,10
2302,101,94,3
2303,94,101,3
2304,37,94,18
2305,94,37,16
2306,63,94,3
2307,94,63,3
2308,5,94,7
2309,94,5,7
2310,64,94,3
2311,94,64,3
2312,6,94,40
2313,94,6,40
2314,7,94,29
2315,94,7,29
2316,65,94,6
2317,94,65,6
2318,8,94,3
2319,94,8,3
2320,120,94,2
2321,94,120,2
2322,40,94,4
2323,94,40,4
2324,16,94,3
2325,94,16,3
2326,131,94,14
2327,94,131,14
2328,26,94,16
2329,94,26,16
2330,137,94,3
2331,94,137,3
2332,44,94,11
2333,94,44,11
2334,142,94,5
2335,94,142,5
2336,45,94,16
2337,94,45,16
2338,143,94,4
2339,94,143,4
2340,49,94,8
2341,94,49,8
2342,55,94,2
2343,94,55,2
2344,27,94,11
2345,94,27,11
2346,149,94,6
2347,94,149,6
2348,154,94,1
2349,94,154,1
2350,160,94,5
2351,94,160,5
2352,69,94,18
2353,94,69,18
2354,29,94,16
2355,94,29,18
2356,61,94,8
2357,94,61,8
2358,72,94,13
2359,94,72,14
2360,1,95,17
2361,95,1,17
2362,362,95,8
2363,95,362,8
2364,34,95,3
2365,95,34,3
2366,2,95,3
2367,95,2,3
2368,3,95,6
2369,95,3,6
2370,88,95,2
2371,95,88,2
2372,96,95,2
2373,95,96,2
2374,241,95,1
2375,95,241,2
2376,97,95,9
2377,95,97,10
2378,98,95,6
2379,95,98,6
2380,99,95,1
2381,95,99,1
2382,101,95,5
2383,95,101,5
2384,102,95,2
2385,95,102,2
2386,37,95,3
2387,95,37,3
2388,363,95,2
2389,95,363,2
2390,76,95,2
2391,95,76,2
2392,5,95,1
2393,95,5,1
2394,64,95,5
2395,95,64,5
2396,6,95,11
2397,95,6,11
2398,108,95,1
2399,95,108,1
2400,7,95,10
2401,95,7,10
2402,65,95,2
2403,95,65,2
2404,8,95,103
2405,95,8,103
2406,111,95,2
2407,95,111,2
2408,66,95,2
2409,95,66,2
2410,365,95,3
2411,95,365,3
2412,115,95,24
2413,95,115,24
2414,9,95,3
2415,95,9,3
2416,120,95,4
2417,95,120,2
2418,40,95,53
2419,95,40,52
2420,16,95,2
2421,95,16,2
2422,20,95,5
2423,95,20,5
2424,126,95,6
2425,95,126,6
2426,128,95,2
2427,95,128,2
2428,43,95,14
2429,95,43,15
2430,129,95,3
2431,95,129,3
2432,132,95,8
2433,95,132,8
2434,133,95,3
2435,95,133,3
2436,26,95,3
2437,95,26,3
2438,394,95,1
2439,95,394,1
2440,137,95,4
2441,95,137,4
2442,357,95,1
2443,95,357,1
2444,352,95,1
2445,95,352,1
2446,366,95,3
2447,95,366,3
2448,44,95,10
2449,95,44,10
2450,45,95,16
2451,95,45,16
2452,143,95,15
2453,95,143,14
2454,314,95,3
2455,95,314,3
2456,144,95,2
2457,95,144,2
2458,206,95,2
2459,95,206,3
2460,46,95,3
2461,95,46,3
2462,48,95,16
2463,95,48,16
2464,49,95,32
2465,95,49,34
2466,50,95,26
2467,95,50,26
2468,220,95,2
2469,95,220,2
2470,51,95,4
2471,95,51,3
2472,678,95,1
2473,95,678,1
2474,52,95,1
2475,95,52,1
2476,53,95,4
2477,95,53,3
2478,55,95,19
2479,95,55,19
2480,209,95,2
2481,95,209,2
2482,57,95,8
2483,95,57,8
2484,27,95,6
2485,95,27,5
2486,154,95,2
2487,95,154,2
2488,159,95,6
2489,95,159,6
2490,367,95,1
2491,95,367,1
2492,330,95,1
2493,95,330,2
2494,160,95,7
2495,95,160,8
2496,432,95,1
2497,95,432,1
2498,340,95,2
2499,95,340,2
2500,162,95,1
2501,95,162,1
2502,69,95,13
2503,95,69,13
2504,60,95,13
2505,95,60,14
2506,211,95,2
2507,95,211,2
2508,212,95,3
2509,95,212,3
2510,61,95,8
2511,95,61,8
2512,353,95,1
2513,95,353,1
2514,175,95,12
2515,95,175,11
2516,176,95,5
2517,95,176,4
2518,369,95,3
2519,95,369,2
2520,354,95,1
2521,95,354,1
2522,287,95,5
2523,95,287,4
2524,177,95,2
2525,95,177,2
2526,370,95,2
2527,95,370,1
2528,319,95,6
2529,95,319,4
2530,356,95,3
2531,95,356,3
2532,347,95,2
2533,95,347,2
2534,31,95,25
2535,95,31,24
2536,72,95,24
2537,95,72,24
2538,32,95,8
2539,95,32,8
2540,33,95,8
2541,95,33,8
2542,179,95,13
2543,95,179,13
2544,288,95,8
2545,95,288,6
2546,2,239,4
2547,239,2,4
2548,3,239,4
2549,239,3,4
2550,371,239,1
2551,239,371,1
2552,99,239,2
2553,239,99,2
2554,101,239,1
2555,239,101,1
2556,76,239,2
2557,239,76,2
2558,63,239,1
2559,239,63,1
2560,372,239,1
2561,239,372,1
2562,64,239,2
2563,239,64,2
2564,73,239,2
2565,239,73,2
2566,110,239,2
2567,239,110,2
2568,8,239,3
2569,239,8,3
2570,111,239,5
2571,239,111,5
2572,115,239,13
2573,239,115,13
2574,9,239,3
2575,239,9,3
2576,120,239,3
2577,239,120,3
2578,40,239,8
2579,239,40,8
2580,15,239,2
2581,239,15,2
2582,309,239,3
2583,239,309,3
2584,126,239,5
2585,239,126,5
2586,128,239,2
2587,239,128,2
2588,342,239,1
2589,239,342,1
2590,26,239,5
2591,239,26,5
2592,139,239,2
2593,239,139,2
2594,44,239,1
2595,239,44,1
2596,143,239,3
2597,239,143,3
2598,48,239,8
2599,239,48,8
2600,316,239,2
2601,239,316,2
2602,318,239,1
2603,239,318,1
2604,69,239,3
2605,239,69,3
2606,353,239,1
2607,239,353,1
2608,175,239,9
2609,239,175,7
2610,373,239,1
2611,239,373,1
2612,176,239,7
2613,239,176,7
2614,369,239,1
2615,239,369,1
2616,354,239,3
2617,239,354,2
2618,287,239,7
2619,239,287,6
2620,177,239,7
2621,239,177,5
2622,370,239,1
2623,239,370,1
2624,319,239,3
2625,239,319,3
2626,356,239,3
2627,239,356,4
2628,31,239,30
2629,239,31,30
2630,32,239,9
2631,239,32,8
2632,33,239,15
2633,239,33,15
2634,179,239,19
2635,239,179,19
2636,288,239,5
2637,239,288,4
2638,374,239,1
2639,239,374,1
2640,96,603,6
2641,603,96,4
2642,217,603,2
2643,603,217,2
2644,244,603,1
2645,603,244,1
2646,7,603,13
2647,603,7,13
2648,33,603,8
2649,603,33,8
2650,1,96,36
2651,96,1,36
2652,34,96,8
2653,96,34,8
2654,2,96,36
2655,96,2,36
2656,216,96,10
2657,96,216,10
2658,190,96,6
2659,96,190,4
2660,3,96,4
2661,96,3,4
2662,231,96,1
2663,96,231,1
2664,89,96,2
2665,96,89,2
2666,90,96,3
2667,96,90,3
2668,375,96,2
2669,96,375,3
2670,91,96,3
2671,96,91,2
2672,376,96,2
2673,96,376,2
2674,92,96,3
2675,96,92,3
2676,93,96,5
2677,96,93,5
2678,94,96,7
2679,96,94,6
2680,95,96,2
2681,96,95,2
2682,603,96,4
2683,96,603,6
2684,377,96,1
2685,96,377,1
2686,378,96,1
2687,379,96,9
2688,96,379,10
2689,782,96,3
2690,96,782,3
2691,371,96,5
2692,96,371,5
2693,97,96,30
2694,96,97,30
2695,217,96,16
2696,96,217,16
2697,244,96,17
2698,96,244,17
2699,35,96,3
2700,96,35,3
2701,101,96,27
2702,96,101,27
2703,102,96,6
2704,96,102,6
2705,247,96,3
2706,96,247,3
2707,36,96,9
2708,96,36,9
2709,103,96,3
2710,96,103,3
2711,104,96,6
2712,96,104,6
2713,105,96,6
2714,96,105,6
2715,37,96,54
2716,96,37,54
2717,4,96,11
2718,96,4,11
2719,249,96,4
2720,96,249,4
2721,106,96,3
2722,96,106,3
2723,363,96,1
2724,96,363,1
2725,38,96,2
2726,96,38,2
2727,63,96,3
2728,96,63,3
2729,5,96,8
2730,96,5,8
2731,64,96,33
2732,96,64,33
2733,6,96,53
2734,96,6,53
2735,73,96,12
2736,96,73,12
2737,7,96,29
2738,96,7,29
2739,8,96,8
2740,96,8,8
2741,111,96,1
2742,96,111,1
2743,66,96,4
2744,96,66,4
2745,70,96,1
2746,96,70,1
2747,71,96,3
2748,96,71,3
2749,9,96,28
2750,96,9,34
2751,257,96,2
2752,96,257,2
2753,120,96,15
2754,96,120,15
2755,40,96,30
2756,96,40,30
2757,11,96,3
2758,96,11,3
2759,12,96,11
2760,96,12,11
2761,15,96,13
2762,96,15,13
2763,16,96,28
2764,96,16,28
2765,124,96,7
2766,96,124,7
2767,18,96,2
2768,96,18,2
2769,309,96,8
2770,96,309,8
2771,20,96,24
2772,96,20,24
2773,380,96,2
2774,96,380,2
2775,21,96,3
2776,96,21,3
2777,24,96,14
2778,96,24,15
2779,128,96,12
2780,96,128,12
2781,129,96,2
2782,130,96,9
2783,96,130,5
2784,132,96,2
2785,96,132,2
2786,26,96,60
2787,96,26,60
2788,339,96,13
2789,96,339,13
2790,351,96,4
2791,96,351,4
2792,137,96,16
2793,96,137,16
2794,139,96,3
2795,96,139,3
2796,44,96,56
2797,96,44,56
2798,141,96,3
2799,96,141,3
2800,142,96,17
2801,96,142,17
2802,67,96,2
2803,96,67,2
2804,45,96,17
2805,96,45,14
2806,143,96,14
2807,96,143,14
2808,206,96,2
2809,96,206,3
2810,46,96,1
2811,96,46,1
2812,49,96,72
2813,96,49,72
2814,51,96,2
2815,96,51,2
2816,52,96,4
2817,96,52,5
2818,53,96,2
2819,96,53,3
2820,55,96,16
2821,96,55,16
2822,209,96,3
2823,96,209,3
2824,57,96,8
2825,96,57,8
2826,27,96,12
2827,96,27,12
2828,316,96,8
2829,96,316,8
2830,146,96,10
2831,96,146,11
2832,28,96,6
2833,96,28,7
2834,148,96,9
2835,96,148,9
2836,149,96,32
2837,96,149,32
2838,150,96,2
2839,96,150,2
2840,151,96,1
2841,96,151,1
2842,152,96,1
2843,96,152,2
2844,279,96,1
2845,154,96,21
2846,96,154,21
2847,155,96,1
2848,96,155,1
2849,156,96,9
2850,96,156,9
2851,68,96,3
2852,96,68,3
2853,157,96,3
2854,96,157,3
2855,283,96,6
2856,96,283,6
2857,159,96,7
2858,96,159,7
2859,160,96,25
2860,96,160,25
2861,162,96,6
2862,96,162,6
2863,69,96,29
2864,96,69,29
2865,166,96,3
2866,96,166,3
2867,167,96,5
2868,96,167,5
2869,168,96,1
2870,96,168,1
2871,170,96,5
2872,96,170,4
2873,29,96,24
2874,96,29,26
2875,30,96,7
2876,96,30,7
2877,60,96,20
2878,96,60,21
2879,61,96,16
2880,96,61,16
2881,175,96,10
2882,96,175,10
2883,176,96,6
2884,96,176,6
2885,287,96,3
2886,96,287,3
2887,177,96,11
2888,96,177,11
2889,319,96,3
2890,96,319,3
2891,356,96,2
2892,96,356,2
2893,347,96,5
2894,96,347,5
2895,226,96,7
2896,96,226,7
2897,31,96,20
2898,96,31,20
2899,72,96,38
2900,96,72,38
2901,32,96,8
2902,96,32,8
2903,178,96,8
2904,96,178,8
2905,33,96,27
2906,96,33,27
2907,179,96,12
2908,96,179,12
2909,288,96,3
2910,96,288,3
2911,183,96,6
2912,96,183,6
2913,381,96,8
2914,96,381,8
2915,241,383,3
2916,383,241,3
2917,382,383,4
2918,383,382,4
2919,97,383,109
2920,383,97,109
2921,8,383,1
2922,383,8,1
2923,111,383,3
2924,383,111,2
2925,75,383,1
2926,383,75,1
2927,71,383,3
2928,383,71,3
2929,256,383,1
2930,383,256,1
2931,132,383,1
2932,383,132,1
2933,26,383,32
2934,383,26,32
2935,137,383,15
2936,383,137,15
2937,224,383,1
2938,383,224,1
2939,149,383,2
2940,383,149,2
2941,156,383,7
2942,383,156,7
2943,68,383,5
2944,383,68,5
2945,170,383,4
2946,383,170,4
2947,31,383,3
2948,383,31,3
2949,33,383,4
2950,383,33,4
2951,239,371,1
2952,371,239,1
2953,96,371,5
2954,371,96,5
2955,97,371,52
2956,371,97,51
2957,105,371,1
2958,371,105,1
2959,7,371,7
2960,371,7,7
2961,386,371,1
2962,137,371,15
2963,371,137,15
2964,138,371,2
2965,371,138,2
2966,156,371,1
2967,371,156,1
2968,68,371,2
2969,371,68,2
2970,159,371,9
2971,371,159,9
2972,160,371,8
2973,371,160,8
2974,284,371,9
2975,371,284,9
2976,33,371,8
2977,371,33,8
2978,2,241,20
2979,241,2,20
2980,190,241,1
2981,241,190,1
2982,86,241,2
2983,241,86,2
2984,95,241,2
2985,241,95,2
2986,383,241,3
2987,241,383,3
2988,382,241,4
2989,241,382,4
2990,97,241,27
2991,241,97,26
2992,384,241,1
2993,217,241,2
2994,241,217,2
2995,35,241,2
2996,241,35,2
2997,385,241,3
2998,241,385,3
2999,101,241,8
3000,241,101,8
3001,37,241,16
3002,241,37,16
3003,76,241,5
3004,241,76,5
3005,64,241,9
3006,241,64,9
3007,6,241,29
3008,241,6,29
3009,386,241,3
3010,241,386,2
3011,8,241,2
3012,241,8,2
3013,111,241,9
3014,241,111,9
3015,66,241,1
3016,241,66,1
3017,70,241,2
3018,241,70,1
3019,71,241,5
3020,241,71,5
3021,623,241,1
3022,256,241,2
3023,241,256,1
3024,9,241,3
3025,241,9,3
3026,257,241,4
3027,241,257,4
3028,15,241,3
3029,241,15,3
3030,18,241,2
3031,241,18,2
3032,309,241,3
3033,241,309,3
3034,128,241,8
3035,241,128,8
3036,129,241,2
3037,241,129,2
3038,132,241,3
3039,241,132,3
3040,26,241,40
3041,241,26,41
3042,351,241,2
3043,241,351,2
3044,137,241,29
3045,241,137,30
3046,138,241,2
3047,241,138,2
3048,387,241,2
3049,241,387,2
3050,44,241,2
3051,241,44,2
3052,140,241,1
3053,241,140,1
3054,142,241,1
3055,241,142,1
3056,268,241,1
3057,241,268,1
3058,388,241,1
3059,241,388,1
3060,143,241,2
3061,241,143,2
3062,314,241,3
3063,241,314,3
3064,224,241,4
3065,241,224,4
3066,276,241,1
3067,149,241,3
3068,241,149,3
3069,78,241,3
3070,241,78,3
3071,152,241,1
3072,241,152,1
3073,156,241,10
3074,241,156,10
3075,68,241,13
3076,241,68,13
3077,330,241,4
3078,160,241,18
3079,241,160,18
3080,170,241,8
3081,241,170,8
3082,399,241,1
3083,241,399,1
3084,29,241,10
3085,241,29,9
3086,226,241,11
3087,241,226,11
3088,72,241,13
3089,241,72,13
3090,33,241,15
3091,241,33,15
3092,179,241,12
3093,241,179,12
3094,1,97,33
3095,97,1,31
3096,2,97,56
3097,97,2,56
3098,216,97,10
3099,97,216,10
3100,85,97,1
3101,97,85,1
3102,87,97,2
3103,97,87,2
3104,3,97,5
3105,97,3,5
3106,88,97,1
3107,89,97,8
3108,97,89,8
3109,90,97,7
3110,97,90,12
3111,91,97,13
3112,97,91,8
3113,92,97,1
3114,97,92,1
3115,295,97,1
3116,97,295,1
3117,93,97,6
3118,97,93,6
3119,94,97,10
3120,97,94,10
3121,95,97,10
3122,97,95,9
3123,96,97,30
3124,97,96,30
3125,383,97,109
3126,97,383,109
3127,371,97,51
3128,97,371,52
3129,241,97,26
3130,97,241,27
3131,382,97,81
3132,97,382,84
3133,389,97,95
3134,97,389,101
3135,390,97,56
3136,97,390,56
3137,98,97,4
3138,97,98,4
3139,217,97,2
3140,97,217,2
3141,35,97,3
3142,97,35,3
3143,99,97,24
3144,97,99,24
3145,385,97,28
3146,97,385,28
3147,101,97,94
3148,97,101,94
3149,102,97,7
3150,97,102,7
3151,246,97,1
3152,97,246,1
3153,36,97,3
3154,97,36,3
3155,300,97,3
3156,97,300,3
3157,105,97,28
3158,97,105,28
3159,37,97,72
3160,97,37,72
3161,4,97,16
3162,97,4,16
3163,304,97,1
3164,97,304,1
3165,76,97,33
3166,97,76,33
3167,63,97,38
3168,97,63,38
3169,5,97,6
3170,97,5,6
3171,64,97,35
3172,97,64,35
3173,6,97,62
3174,97,6,62
3175,73,97,35
3176,97,73,35
3177,108,97,18
3178,97,108,18
3179,109,97,3
3180,97,109,3
3181,7,97,55
3182,97,7,55
3183,65,97,20
3184,97,65,20
3185,386,97,3
3186,97,386,2
3187,8,97,16
3188,97,8,16
3189,111,97,13
3190,97,111,13
3191,66,97,2
3192,97,66,1
3193,582,97,1
3194,70,97,3
3195,97,70,2
3196,71,97,6
3197,97,71,5
3198,623,97,1
3199,583,97,1
3200,115,97,3
3201,97,115,3
3202,256,97,3
3203,97,256,2
3204,391,97,6
3205,97,391,6
3206,116,97,3
3207,97,116,3
3208,9,97,18
