Id,Label,timeset,city,country,name,latitude,longitude,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,eigencentrality
74,TIA,,Tirana,ALBANIA,Tirana International Airport,41.414742,19.72056,30,33,63,251,264,515,4,0.432902,0.460522,314.485263,1,0,724,0.441288,0.240037
0,LNZ,,Linz,AUSTRIA,Linz Airport,48.233212,14.18751,9,9,18,53,53,106,4,0.393755,0.414006,1.496398,0,0,724,0.688889,0.084177
1,VIE,,Vienna,AUSTRIA,Vienna International Airport,48.110271,16.569719,121,159,280,2357,2694,5051,3,0.532055,0.574665,3935.149393,0,0,724,0.262966,0.85796
2,BRU,,Brussels,BELGIUM,Brussels Airport,50.901379,4.484444,126,194,320,2082,2463,4545,3,0.533516,0.587539,4812.6434,0,0,724,0.184279,0.888562
4,ORY,,Paris,FRANCE,Paris Orly Airport,48.723331,2.379444,70,128,198,1914,2755,4669,3,0.484531,0.533299,5093.15354,5,0,724,0.140256,0.504865
5,CGN,,Cologne,GERMANY,Cologne Bonn Airport,50.866001,7.143,104,140,244,1106,1186,2292,4,0.495156,0.544971,3058.578762,0,0,724,0.197062,0.703225
6,FRA,,Frankfurt,GERMANY,Frankfurt Airport,50.026421,8.543125,150,292,442,4519,5859,10378,3,0.570505,0.641435,12641.824196,0,0,724,0.104281,0.96758
7,MUC,,Munich,GERMANY,Munich Airport,48.353779,11.78608,147,230,377,3837,4424,8261,3,0.553592,0.611226,7964.034975,0,0,724,0.165293,0.978764
8,ATH,,Athens,GREECE,Athens Eleftherios Venizelos,37.936352,23.94446,101,143,244,1663,2174,3837,3,0.518974,0.561277,4788.797897,6,0,724,0.252203,0.766622
9,BUD,,Budapest,HUNGARY,Budapest Ferenc Liszt International Airport,47.436932,19.25559,107,125,232,1087,1186,2273,3,0.520923,0.556299,2064.114134,0,0,724,0.368258,0.801748
10,AOI,,Ancona,ITALY,Ancona Airport,43.616341,13.36231,6,6,12,44,44,88,4,0.372316,0.390148,1.981918,0,0,724,0.333333,0.045436
11,BRI,,Bari,ITALY,Bari Karol Wojtyla Airport,41.138851,16.76059,56,58,114,406,410,816,4,0.438573,0.474082,215.924151,1,0,724,0.508469,0.443699
12,BLQ,,Bologna,ITALY,Bologna Guglielmo Marconi Airport,44.535439,11.28866,70,85,155,692,733,1425,3,0.483807,0.518023,768.645751,1,0,724,0.367579,0.55725
13,FLR,,Florence,ITALY,Florence Peretola Airport,43.809952,11.2051,23,22,45,350,339,689,4,0.422174,0.446361,38.681967,0,0,724,0.682971,0.218801
14,GOA,,Genoa,ITALY,Genoa Cristoforo Colombo Airport,44.41333,8.8375,20,20,40,169,169,338,4,0.430981,0.453913,20.507712,1,0,724,0.765789,0.191867
15,BGY,,Milan,ITALY,Milan Bergamo Il Caravaggio International Airport,45.673882,9.704166,88,111,199,804,880,1684,3,0.464816,0.512873,2075.4081,1,0,724,0.244308,0.584699
16,MXP,,Milan,ITALY,Milan Malpensa Airport,45.6306,8.728111,102,158,260,1770,2092,3862,3,0.532055,0.574322,3199.536325,1,0,724,0.224722,0.782175
17,PEG,,Perugia,ITALY,Perugia Umbria International Airport,43.095901,12.51322,5,5,10,17,17,34,4,0.378853,0.398043,0.89421,8,0,724,0.4,0.042292
18,PSA,,Pisa,ITALY,Pisa Galileo Galilei Airport,43.68391,10.39275,73,77,150,451,465,916,3,0.488676,0.518709,885.596821,1,0,724,0.411755,0.555004
19,RMI,,Rimini,ITALY,Rimini Federico Fellini Airport,44.02029,12.61174,6,0,6,22,0,22,0,0,0,0,3,0,306,0.3,0.032667
20,FCO,,Rome,ITALY,Rome Leonardo da Vinci Fiumicino Airport,41.80447,12.25079,110,180,290,2904,3550,6454,3,0.534986,0.583591,3700.431927,1,0,724,0.1982,0.818247
21,TSF,,Treviso,ITALY,Treviso Airport,45.648399,12.19442,42,43,85,223,226,449,4,0.421075,0.452798,167.092509,1,0,724,0.447398,0.30371
22,TRN,,Turin,ITALY,Turin Caselle Airport,45.20076,7.649631,35,39,74,389,403,792,4,0.429456,0.45872,194.741551,1,0,724,0.476383,0.282669
23,CUF,,Cuneo,ITALY,Turin Cuneo Levaldigi Airport,44.547009,7.623217,2,0,2,7,0,7,0,0,0,0,1,0,556,0,0.008408
24,VCE,,Venice,ITALY,Venice Marco Polo Airport,45.505268,12.35194,72,87,159,944,1021,1965,3,0.501291,0.530724,460.618192,0,0,724,0.450013,0.604152
25,VRN,,Verona,ITALY,Verona Airport,45.395699,10.88853,40,43,83,306,305,611,4,0.440763,0.47022,193.898526,1,0,724,0.456039,0.321625
26,AMS,,Amsterdam,NETHERLANDS,Amsterdam Schiphol Airport,52.308609,4.763889,151,270,421,4520,5694,10214,3,0.569168,0.633196,11911.222838,4,0,724,0.128052,1
27,BEG,,Belgrade,SERBIA,Belgrade Nikola Tesla Airport,44.818439,20.30913,57,65,122,557,613,1170,3,0.470674,0.501545,611.9037,0,0,724,0.448892,0.454144
28,LJU,,Ljubljana,SLOVENIA,Ljubljana Joze Pucnik Airport,46.223679,14.45761,38,43,81,306,315,621,4,0.449121,0.477257,207.263399,0,0,724,0.474561,0.313297
29,IST,,Istanbul,TURKEY,Istanbul Ataturk International Airport,40.976921,28.8146,103,274,377,2675,5019,7694,3,0.560624,0.630106,16647.450628,2,0,724,0.077458,0.722386
30,SAW,,Istanbul,TURKEY,Istanbul Sabiha Gokcen International Airport,40.898548,29.30921,53,112,165,1444,2435,3879,3,0.489909,0.531583,2775.002644,2,0,724,0.158265,0.425123
31,LGW,,London,UNITED KINGDOM,London Gatwick Airport,51.148048,-0.19027,123,194,317,2624,3183,5807,3,0.518697,0.578613,5691.9216,8,0,724,0.150052,0.822085
32,LTN,,London,UNITED KINGDOM,London Luton Airport,51.874722,-0.36833,103,127,230,1090,1236,2326,3,0.483566,0.532269,2764.112512,0,0,724,0.238345,0.707654
33,STN,,London,UNITED KINGDOM,London Stansted Airport,51.884998,0.235,142,184,326,1876,2119,3995,3,0.500774,0.56368,8166.513599,8,0,724,0.162656,0.817813
80,EVN,,Yerevan,ARMENIA,Yerevan Zvartnots International Airport,40.14727,44.395882,18,34,52,185,257,442,4,0.436601,0.46447,330.761189,3,0,724,0.296791,0.124604
34,MSQ,,Minsk,BELARUS,Minsk International Airport,53.882462,28.030729,36,55,91,389,485,874,3,0.465484,0.494164,408.982293,3,0,724,0.324579,0.270114
35,SSH,,Sharm el-Sheikh,EGYPT,Sharm el-Sheikh International Airport,27.97728,34.394951,23,0,23,55,0,55,0,0,0,0,2,0,398,0.600791,0.189409
36,LYS,,Lyon,FRANCE,Lyon Saint Exupery Airport,45.725552,5.081111,77,108,185,929,1176,2105,3,0.486961,0.52815,1645.074399,5,0,724,0.305725,0.627253
37,CDG,,Paris,FRANCE,Paris Charles de Gaulle Airport,49.012516,2.555752,133,275,408,3623,5225,8848,3,0.562572,0.63148,11963.183844,0,0,724,0.106695,0.910364
38,TBS,,Tbilisi,GEORGIA,Tbilisi International Airport,41.669159,44.95472,32,54,86,257,388,645,4,0.452892,0.484552,443.43445,2,0,724,0.270034,0.225761
39,IKA,,Tehran,IRAN,Tehran Imam Khomeini International Airport,35.416111,51.152222,32,0,32,341,0,341,0,0,0,0,2,0,324,0.699597,0.270443
40,TLV,,Tel Aviv,ISRAEL,Tel Aviv Ben Gurion International Airport,32.011379,34.886662,86,0,86,1279,0,1279,0,0,0,0,0,0,310,0.478386,0.640759
41,SCO,,Aktau,KAZAKHSTAN,Aktau Airport,43.86005,51.091969,8,0,8,71,0,71,0,0,0,0,3,0,280,0.821429,0.030793
42,TSE,,Astana,KAZAKHSTAN,Astana International Airport,51.022221,71.466942,16,45,61,253,516,769,4,0.431556,0.463783,1080.410471,3,0,724,0.168182,0.106857
43,BEY,,Beirut,LEBANON,Beirut Rafic Hariri International Airport,33.82093,35.48838,29,0,29,241,0,241,0,0,0,0,2,0,104,0.70936,0.258296
44,WAW,,Warsaw,POLAND,Warsaw Chopin Airport,52.165749,20.967119,101,130,231,1562,1839,3401,3,0.514029,0.553725,1957.216935,0,0,724,0.295707,0.736832
45,DOH,,Doha,QATAR,Doha Hamad International Airport,25.273056,51.608055,52,0,52,732,0,732,0,0,0,0,0,0,103,0.614253,0.429189
46,KRR,,Krasnodar,RUSSIA,Krasnodar International Airport,45.034679,39.170528,18,0,18,294,0,294,0,0,0,0,3,0,195,0.640523,0.109841
47,MRV,,Mineralnye Vody,RUSSIA,Mineralnye Vody Airport,44.225071,43.081879,13,0,13,177,0,177,0,0,0,0,3,0,191,0.596154,0.054437
48,DME,,Moscow,RUSSIA,Moscow Domodedovo International Airport,55.408779,37.906311,55,167,222,805,2295,3100,3,0.501291,0.558187,9018.733647,3,0,724,0.069034,0.406487
49,SVO,,Moscow,RUSSIA,Moscow Sheremetyevo International Airport,55.972641,37.414581,72,179,251,1858,3623,5481,3,0.516489,0.572091,7472.412889,3,0,724,0.10795,0.562368
50,VKO,,Moscow,RUSSIA,Moscow Vnukovo International Airport,55.59153,37.261478,33,121,154,498,1715,2213,4,0.447672,0.503776,5348.934781,3,0,724,0.039493,0.187554
51,OVB,,Novosibirsk,RUSSIA,Novosibirsk Tolmachevo Airport,55.012619,82.65065,18,0,18,204,0,204,0,0,0,0,3,0,155,0.558824,0.083587
52,ROV,,Rostov-on-Don,RUSSIA,Rostov-on-Don Platov International Airport,47.493889,39.924721,16,0,16,257,0,257,0,0,0,0,3,0,151,0.633333,0.087988
53,KUF,,Samara,RUSSIA,Samara Kurumoch International Airport,53.504848,50.16433,16,0,16,228,0,228,0,0,0,0,3,0,150,0.591667,0.092361
54,AER,,Sochi,RUSSIA,Sochi International Airport,43.449921,39.956581,10,29,39,304,394,698,4,0.395842,0.424305,33.049351,3,0,724,0.230296,0.050807
55,LED,,St. Petersburg,RUSSIA,St. Petersburg Pulkovo Airport,59.800289,30.262501,52,138,190,961,1621,2582,3,0.499229,0.546859,5416.388965,3,0,724,0.110335,0.404594
56,VOZ,,Voronezh,RUSSIA,Voronezh International Airport,51.814209,39.22958,8,0,8,99,0,99,0,0,0,0,3,0,148,0.785714,0.041783
57,SVX,,Yekaterinburg,RUSSIA,Yekaterinburg Koltsovo Airport,56.743099,60.802719,22,68,90,275,530,805,4,0.436994,0.476485,1260.097058,3,0,724,0.11445,0.142108
58,DAM,,Damascus,SYRIA,Damascus International Airport,33.410629,36.514259,1,0,1,1,0,1,0,0,0,0,3,0,424,0,0.001829
59,ASB,,Ashgabat,TURKMENISTAN,Ashgabat International Airport,37.986809,58.360958,12,0,12,69,0,69,0,0,0,0,2,0,54,0.659091,0.076185
60,KBP,,Kiev,UKRAINE,Kiev Boryspil International Airport,50.345001,30.89472,48,72,120,646,879,1525,3,0.465707,0.500172,946.47051,0,0,724,0.336659,0.397547
61,DXB,,Dubai,UNITED ARAB EMIRATES,Dubai International Airport,25.252769,55.364441,61,0,61,899,0,899,0,0,0,0,0,0,53,0.55847,0.476711
62,SHJ,,Sharjah,UNITED ARAB EMIRATES,Sharjah International Airport,25.328569,55.517151,13,0,13,73,0,73,0,0,0,0,2,0,60,0.685897,0.068582
81,GRZ,,Graz,AUSTRIA,Graz Airport,46.991058,15.43962,12,13,25,150,150,300,4,0.411441,0.433574,2.085004,0,0,724,0.868132,0.125263
92,DBV,,Dubrovnik,CROATIA,Dubrovnik Airport,42.561352,18.26824,56,59,115,293,298,591,3,0.469309,0.498455,317.828444,0,0,724,0.501639,0.481923
63,TXL,,Berlin,GERMANY,Berlin Tegel Airport,52.560001,13.288,85,102,187,1899,2008,3907,3,0.514846,0.544628,1415.908022,0,0,724,0.342566,0.635941
64,DUS,,Dusseldorf,GERMANY,Dusseldorf International Airport,51.289452,6.766775,120,163,283,2136,2309,4445,3,0.524298,0.571404,3848.240904,0,0,724,0.221249,0.828581
65,STR,,Stuttgart,GERMANY,Stuttgart Airport,48.689869,9.221964,89,106,195,1194,1244,2438,3,0.48745,0.527806,1082.288414,0,0,724,0.321725,0.66951
66,HER,,Heraklion,GREECE,Heraklion International Airport,35.33971,25.18029,82,101,183,639,671,1310,4,0.486717,0.525661,1896.488807,6,0,724,0.258869,0.570855
67,OPO,,Porto,PORTUGAL,Porto Francisco de Sa Carneiro Airport,41.248051,-8.68138,66,83,149,982,1031,2013,4,0.464371,0.50309,1234.345425,5,0,724,0.378657,0.541669
68,PMI,,Palma de Mallorca,SPAIN,Palma de Mallorca Airport,39.55167,2.738808,126,147,273,2568,2639,5207,3,0.497439,0.548747,4995.312501,8,0,724,0.213596,0.777617
69,ZRH,,Zurich,SWITZERLAND,Zurich Airport,47.464722,8.549167,111,164,275,2436,2810,5246,3,0.525149,0.572262,3543.810223,0,0,724,0.232336,0.82095
82,INN,,Innsbruck,AUSTRIA,Innsbruck Kranebitten Airport,47.260208,11.34396,10,10,20,79,79,158,4,0.398441,0.419413,2.93796,0,0,724,0.654545,0.095121
70,KGS,,Kos,GREECE,Kos Island International Airport,36.793331,27.09166,49,52,101,221,228,449,4,0.436994,0.470048,324.850969,6,0,724,0.404263,0.398454
71,RHO,,Rhodes,GREECE,Rhodes International Airport,36.405411,28.086189,77,97,174,367,404,771,4,0.479269,0.518967,1866.171592,6,0,724,0.241414,0.551292
78,GRO,,Girona,SPAIN,Girona Costa Brava Airport,41.900959,2.760547,44,46,90,166,176,342,4,0.426251,0.459063,444.386062,8,0,724,0.281915,0.27777
72,LHR,,London,UNITED KINGDOM,London Heathrow Airport,51.477501,-0.46138,87,195,282,3351,5371,8722,3,0.533516,0.587882,6036.380689,4,0,724,0.122763,0.672459
83,KLU,,Klagenfurt,AUSTRIA,Klagenfurt Airport,46.642509,14.33773,3,3,6,39,39,78,4,0.356854,0.370237,0,0,0,724,1,0.031919
73,HAM,,Hamburg,GERMANY,Hamburg Airport,53.630379,9.988228,102,117,219,1497,1564,3061,3,0.507315,0.544971,1744.317824,0,0,724,0.360669,0.77379
75,CFU,,Corfu,GREECE,Corfu International Airport,39.60194,19.911659,66,71,137,271,280,551,4,0.465038,0.499485,551.622836,6,0,724,0.335431,0.506947
84,SZG,,Salzburg,AUSTRIA,Salzburg Airport,47.793301,13.00433,20,20,40,161,162,323,4,0.422358,0.446275,17.2362,0,0,724,0.628571,0.180936
217,HRG,,Hurghada,EGYPT,Hurghada International Airport,27.17831,33.799431,43,0,43,218,0,218,0,0,0,0,0,0,355,0.45515,0.330857
76,SXF,,Berlin,GERMANY,Berlin Schonefeld Airport,52.380001,13.5225,99,113,212,919,966,1885,3,0.498204,0.53759,1509.13619,8,0,724,0.363227,0.720867
77,OLB,,Olbia,ITALY,Olbia – Costa Smeralda Airport,40.898659,9.517628,44,44,88,247,247,494,3,0.437584,0.467559,166.832675,1,0,724,0.539394,0.376427
79,ALG,,Algiers,ALGERIA,Algiers Houari Boumediene Airport,36.69101,3.215408,30,0,30,402,0,402,0,0,0,0,5,0,425,0.731034,0.269667
190,LGG,,Liege,BELGIUM,Liege Airport,50.636379,5.442778,53,78,131,212,286,498,3,0.473197,0.507896,1154.291219,0,0,724,0.298316,0.409216
85,SJJ,,Sarajevo,BOSNIA AND HERZEGOVINA,Sarajevo International Airport,43.824581,18.331461,13,16,29,98,110,208,4,0.404078,0.426965,5.570795,0,0,724,0.641667,0.11601
86,TZL,,Tuzla,BOSNIA AND HERZEGOVINA,Tuzla International Airport,44.458649,18.724779,13,14,27,40,42,82,4,0.370187,0.38989,19.085898,8,0,724,0.10989,0.074763
87,BOJ,,Burgas,BULGARIA,Burgas Airport,42.56958,27.51523,31,32,63,68,71,139,4,0.439764,0.465414,189.338097,0,0,724,0.41533,0.242224
3,SOF,,Sofia,BULGARIA,Sofia Airport,42.69519,23.40616,73,77,150,566,610,1176,3,0.475281,0.509097,558.0425,0,0,724,0.469977,0.588138
88,VAR,,Varna,BULGARIA,Varna Airport,43.232071,27.8251,32,29,61,99,103,202,4,0.438771,0.46447,136.276563,0,0,724,0.416221,0.257697
89,YYZ,,Toronto,CANADA,Toronto Pearson International Airport,43.677219,-79.630501,27,0,27,314,0,314,0,0,0,0,4,0,414,0.779202,0.26693
90,PEK,,Beijing,CHINA,Beijing Capital International Airport,40.080109,116.584503,34,0,34,316,0,316,0,0,0,0,0,0,413,0.795009,0.316476
91,PVG,,Shanghai,CHINA,Shanghai Pudong International Airport,31.14337,121.805199,24,0,24,358,0,358,0,0,0,0,0,0,412,0.757246,0.222363
93,SPU,,Split,CROATIA,Split Airport,43.53894,16.29796,55,58,113,297,298,595,3,0.454588,0.486612,306.682972,0,0,724,0.518754,0.476108
94,ZAG,,Zagreb,CROATIA,Zagreb Airport,45.742931,16.068769,36,42,78,417,457,874,3,0.472966,0.495366,211.064468,0,0,724,0.586932,0.331643
95,LCA,,Larnaca,CYPRUS,Larnaca International Airport,34.875111,33.624851,68,88,156,566,704,1270,3,0.487205,0.521456,922.055334,6,0,724,0.329162,0.542611
96,PRG,,Prague,CZECH REPUBLIC,Prague Vaclav Havel Airport,50.10083,14.26,100,128,228,1282,1466,2748,3,0.51842,0.555784,2019.246191,0,0,724,0.344488,0.788283
97,CPH,,Copenhagen,DENMARK,Copenhagen Airport,55.608387,12.645351,118,166,284,2519,2978,5497,3,0.521762,0.570889,4275.573426,7,0,724,0.242826,0.853719
98,CAI,,Cairo,EGYPT,Cairo International Airport,30.121941,31.40555,26,0,26,289,0,289,0,0,0,0,2,0,404,0.806154,0.257515
99,TLL,,Tallinn,ESTONIA,Tallinn Lennart Meri Airport,59.413311,24.83284,45,47,92,429,489,918,3,0.475514,0.49897,778.431143,7,0,724,0.529255,0.369625
100,ADD,,Addis Ababa,ETHIOPIA,Addis Ababa Bole Airport,8.977889,38.799309,11,0,11,63,0,63,0,0,0,0,0,0,395,0.872727,0.111917
101,HEL,,Helsinki,FINLAND,Helsinki Vantaa Airport,60.317219,24.963329,85,126,211,1675,2061,3736,3,0.511322,0.550635,5810.659651,7,0,724,0.236158,0.639821
102,BSL,,Basel,FRANCE,Basel Mulhouse-Freiburg EuroAirport,47.5989,7.5283,81,97,178,768,790,1558,3,0.485986,0.523687,1214.672465,8,0,724,0.36477,0.634157
103,MRS,,Marseille,FRANCE,Marseille Provence Airport,43.436661,5.215,65,98,163,775,1015,1790,3,0.471131,0.513217,1352.925966,5,0,724,0.294235,0.53592
104,NTE,,Nantes,FRANCE,Nantes Atlantique Airport,47.15694,-1.60777,63,82,145,623,668,1291,3,0.458451,0.49794,671.431781,5,0,724,0.390846,0.513268
105,NCE,,Nice,FRANCE,Nice Cote d'Azur Airport,43.665272,7.215,78,99,177,1228,2206,3434,3,0.50705,0.53862,1906.935353,5,0,724,0.363533,0.628562
106,TLS,,Toulouse,FRANCE,Toulouse Blagnac Airport,43.634998,1.367778,65,80,145,905,994,1899,3,0.466155,0.503261,554.694756,5,0,724,0.410069,0.538206
107,HHN,,Hahn,GERMANY,Frankfurt Hahn Airport,49.948669,7.263892,47,55,102,149,180,329,4,0.431747,0.466444,799.301224,8,0,724,0.19024,0.269231
108,HAJ,,Hannover,GERMANY,Hannover Langenhagen Airport,52.461048,9.685078,58,68,126,594,616,1210,3,0.464149,0.497597,386.672241,0,0,724,0.336699,0.441898
109,LEJ,,Leipzig,GERMANY,Leipzig Halle Airport,51.432442,12.24163,31,41,72,255,286,541,4,0.45395,0.480604,172.001246,0,0,724,0.375969,0.25307
110,NUE,,Nurnberg,GERMANY,Nuremberg Airport,49.498699,11.06689,56,61,117,461,477,938,3,0.45395,0.487127,175.909325,0,0,724,0.450333,0.470552
111,CHQ,,Chania,GREECE,Chania International Airport,35.531738,24.14967,56,58,114,216,215,431,4,0.458668,0.489959,818.502973,6,0,724,0.393337,0.422269
112,KVA,,Kavala,GREECE,Kavala International Airport,40.9133,24.619221,8,0,8,30,0,30,0,0,0,0,6,0,409,0.892857,0.09014
113,SMI,,Samos,GREECE,Samos International Airport,37.689991,26.911659,14,0,14,53,0,53,0,0,0,0,6,0,363,0.934066,0.145943
114,JTR,,Santorini,GREECE,Santorini Thira National Airport,36.399158,25.47933,32,31,63,242,244,486,4,0.429076,0.456231,40.556321,6,0,724,0.731061,0.30028
115,SKG,,Thessaloniki,GREECE,Thessaloniki International Airport,40.519718,22.970949,67,81,148,522,589,1111,4,0.481886,0.515362,1260.22179,6,0,724,0.321759,0.500915
116,HKG,,Hong Kong,HONG KONG,Hong Kong International Airport,22.30888,113.914703,23,0,23,252,0,252,0,0,0,0,4,0,282,0.784585,0.225436
117,DEL,,Delhi,INDIA,Delhi Indira Gandhi International Airport,28.5665,77.103081,20,0,20,195,0,195,0,0,0,0,4,0,281,0.794737,0.187117
118,SYZ,,Shiraz,IRAN,Shiraz International Airport,29.53924,52.589779,2,0,2,13,0,13,0,0,0,0,2,0,408,1,0.021615
119,EBL,,Arbil,IRAQ,Erbil International Airport,36.23761,43.96315,11,0,11,58,0,58,0,0,0,0,2,0,359,0.836364,0.10181
120,DUB,,Dublin,IRELAND,Dublin Airport,53.421379,-6.27,122,162,284,2157,2514,4671,3,0.506257,0.559732,3311.941482,4,0,724,0.258569,0.879041
122,CTA,,Catania,ITALY,Catania Fontanarossa Airport,37.466782,15.0664,65,69,134,773,801,1574,3,0.478325,0.508582,720.434553,1,0,724,0.4853,0.537188
123,SUF,,Lamezia Terme,ITALY,Lamezia Terme Airport,38.905392,16.24226,33,32,65,204,203,407,4,0.41549,0.443272,73.27075,1,0,724,0.455437,0.257662
124,NAP,,Naples,ITALY,Naples Airport,40.886028,14.29078,88,99,187,824,855,1679,4,0.486473,0.524888,751.441762,1,0,724,0.422284,0.698299
125,PMO,,Palermo,ITALY,Palermo Falcone-Borsellino Airport,38.175949,13.09101,51,59,110,504,591,1095,4,0.439367,0.474339,320.910667,1,0,724,0.459965,0.411391
260,NRT,,Tokyo,JAPAN,Tokyo Narita International Airport,35.764721,140.386307,18,0,18,161,0,161,0,0,0,0,0,0,300,0.937908,0.189552
126,AMM,,Amman,JORDAN,Amman Queen Alia International Airport,31.722549,35.99321,24,0,24,189,0,189,0,0,0,0,2,0,299,0.708333,0.217835
127,PRN,,Pristina,KOSOVO,Pristina Adem Jashari International Airport,42.572769,21.03583,24,24,48,147,149,296,4,0.427753,0.452111,21.181663,0,0,724,0.695,0.226266
128,RIX,,Riga,LATVIA,Riga International Airport,56.923611,23.971109,81,89,170,858,904,1762,3,0.502328,0.532097,1975.036124,7,0,724,0.407048,0.613529
129,VNO,,Vilnius,LITHUANIA,Vilnius International Airport,54.63707,25.2878,61,65,126,446,461,907,3,0.475281,0.504978,375.675519,7,0,724,0.464569,0.484199
130,LUX,,Luxembourg,LUXEMBOURG,Luxembourg Findel Airport,49.623329,6.204444,65,114,179,642,815,1457,4,0.483085,0.527635,2091.684964,0,0,724,0.207093,0.533999
131,SKP,,Skopje,MACEDONIA,Skopje International Airport,41.96162,21.62138,33,36,69,159,168,327,4,0.413191,0.442585,140.23693,0,0,724,0.322222,0.226209
132,MLA,,Luqa,MALTA,Luqa Malta International Airport,35.857491,14.4775,98,102,200,540,566,1106,3,0.505203,0.538448,1173.068836,1,0,724,0.433086,0.747215
133,KIV,,Chisinau,MOLDOVA,Chisinau International Airport,46.927738,28.930969,36,41,77,274,284,558,4,0.460626,0.486268,319.184196,3,0,724,0.481098,0.296513
134,TGD,,Podgorica,MONTENEGRO,Podgorica Airport,42.35939,19.25189,18,19,37,127,127,254,4,0.421075,0.444559,27.936247,0,0,724,0.649123,0.167363
135,RAK,,Marrakesh,MOROCCO,Marrakesh Menara Airport,31.60688,-8.0363,55,0,55,320,0,320,0,0,0,0,5,0,257,0.571044,0.4583
136,RTM,,Rotterdam,NETHERLANDS,Rotterdam The Hague Airport,51.95694,4.437222,30,32,62,207,215,422,4,0.407299,0.43529,457.191003,8,0,724,0.254735,0.213091
137,OSL,,Oslo,NORWAY,Oslo Gardermoen Airport,60.193909,11.10036,87,129,216,2296,2715,5011,3,0.509979,0.550807,6896.887476,7,0,724,0.23065,0.655463
505,ISB,,Islamabad,PAKISTAN,Islamabad International Airport,33.549084,72.825653,8,0,8,30,0,30,0,0,0,0,4,0,334,0.892857,0.085081
138,GDN,,Gdansk,POLAND,Gdansk Lech Walesa Airport,54.37756,18.466221,60,63,123,426,438,864,3,0.446027,0.481291,938.747788,7,0,724,0.384425,0.421973
139,KRK,,Krakow,POLAND,Krakow John Paul II International Airport,50.077728,19.78483,78,84,162,554,577,1131,3,0.464371,0.503261,627.247005,0,0,724,0.45611,0.622489
140,FAO,,Faro,PORTUGAL,Faro Airport,37.01442,-7.96591,75,81,156,743,761,1504,3,0.456941,0.496395,922.164117,8,0,724,0.329012,0.553643
141,FNC,,Funchal,PORTUGAL,Funchal Cristiano Ronaldo Airport,32.69788,-16.774401,45,47,92,229,261,490,3,0.440363,0.470992,147.785466,5,0,724,0.504163,0.396331
142,LIS,,Lisbon,PORTUGAL,Lisbon Humberto Delgado Airport,38.781311,-9.13591,90,141,231,2016,2364,4380,3,0.520086,0.560934,4600.34861,5,0,724,0.249326,0.733292
143,OTP,,Bucharest,ROMANIA,Bucharest Henri Coanda International Airport,44.572159,26.102171,87,99,186,1137,1284,2421,3,0.492643,0.529008,1145.642272,0,0,724,0.404453,0.676235
144,IAS,,Iasi,ROMANIA,Iasi International Airport,47.17849,27.62063,17,18,35,119,124,243,4,0.393755,0.417611,8.644116,0,0,724,0.620915,0.147238
145,SBZ,,Sibiu,ROMANIA,Sibiu International Airport,45.785789,24.091181,10,0,10,71,0,71,0,0,0,0,0,0,319,0.511111,0.083561
146,KSC,,Kosice,SLOVAKIA,Kosice International Airport,48.663052,21.24111,7,0,7,54,0,54,0,0,0,0,0,0,164,0.761905,0.06495
148,ICN,,Seoul,SOUTH KOREA,Seoul Incheon International Airport,37.46907,126.4505,26,0,26,250,0,250,0,0,0,0,0,0,135,0.806154,0.245191
149,BCN,,Barcelona,SPAIN,Barcelona El Prat Airport,41.29707,2.078463,139,197,336,3399,3847,7246,3,0.544893,0.595091,5090.222983,8,0,724,0.212991,0.96017
150,BIO,,Bilbao,SPAIN,Bilbao Airport,43.30109,-2.9106,43,45,88,550,560,1110,3,0.456512,0.483694,118.769996,8,0,724,0.705556,0.412189
151,FUE,,Fuerteventura,SPAIN,Fuerteventura Airport,28.452709,-13.8637,63,63,126,444,446,890,4,0.438573,0.475112,284.606261,8,0,724,0.479195,0.503818
152,LPA,,Las Palmas,SPAIN,Gran Canaria Airport,27.931881,-15.3865,88,112,200,1096,1191,2287,3,0.473428,0.519739,2269.823433,8,0,724,0.30703,0.672264
153,IBZ,,Ibiza,SPAIN,Ibiza Airport,38.872849,1.373117,68,72,140,786,795,1581,3,0.444394,0.483007,532.249378,8,0,724,0.386709,0.520851
154,MAD,,Madrid,SPAIN,Madrid Barajas Airport,40.493549,-3.56676,116,201,317,3365,4437,7802,3,0.540646,0.594061,6574.633788,8,0,724,0.18107,0.873097
156,AGP,,Malaga,SPAIN,Malaga Costa Del Sol Airport,36.6749,-4.4991,117,128,245,1437,1534,2971,3,0.513214,0.552523,3508.086536,8,0,724,0.298032,0.790266
157,TFS,,Tenerife,SPAIN,Tenerife South Airport,28.04447,-16.572399,91,99,190,503,520,1023,3,0.487695,0.525575,1189.865766,8,0,724,0.355152,0.681403
158,ZAZ,,Zaragoza,SPAIN,Zaragoza Airport,41.666241,-1.04155,15,23,38,47,71,118,4,0.400908,0.426622,61.565585,8,0,724,0.296923,0.13041
159,GOT,,Gothenburg,SWEDEN,Gothenburg Landvetter Airport,57.66283,12.27981,62,70,132,670,737,1407,3,0.47389,0.505664,1310.555896,7,0,724,0.412475,0.50429
