Id,Label,timeset,city,country,name,latitude,longitude,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,eigencentrality
510,CPT,,Cape Town,SOUTH AFRICA,Cape Town International Airport,-33.964802,18.60166,6,0,6,30,0,30,0,0,0,0,4,0,287,1,0.069644
511,OVD,,Asturias,SPAIN,Asturias Airport,43.56356,-6.03462,16,0,16,123,0,123,0,0,0,0,8,0,221,0.754167,0.149384
512,GRX,,Granada,SPAIN,Granada Federico Garcia Lorca Airport,37.188728,-3.77735,11,0,11,104,0,104,0,0,0,0,8,0,251,0.809091,0.108421
513,LFW,,Lome,TOGO,Lome Tokoin Airport,6.165611,1.254511,2,0,2,7,0,7,0,0,0,0,5,0,124,1,0.022407
514,SFA,,Sfax,TUNISIA,Sfax–Thyna International Airport,34.717949,10.69097,1,0,1,3,0,3,0,0,0,0,0,0,329,0,0.012446
515,CLT,,Charlotte,UNITED STATES,Charlotte Douglas International Airport,35.214001,-80.9431,8,0,8,72,0,72,0,0,0,0,4,0,33,1,0.096407
516,DFW,,Dallas,UNITED STATES,Dallas Fort Worth International Airport,32.89682,-97.037903,7,0,7,85,0,85,0,0,0,0,4,0,31,1,0.078879
517,DEN,,Denver,UNITED STATES,Denver International Airport,39.861649,-104.672997,6,0,6,44,0,44,0,0,0,0,4,0,30,0.866667,0.065164
518,DTW,,Detroit,UNITED STATES,Detroit Metropolitan Wayne County Airport,42.21244,-83.353302,7,0,7,92,0,92,0,0,0,0,4,0,29,0.952381,0.078735
519,IAH,,Houston,UNITED STATES,Houston George Bush Intercontinental Airport,29.98443,-95.3414,7,0,7,93,0,93,0,0,0,0,4,0,28,1,0.083047
520,MSP,,Minneapolis,UNITED STATES,Minneapolis Saint Paul International Airport,44.88195,-93.221703,4,0,4,55,0,55,0,0,0,0,4,0,24,1,0.040929
521,RDU,,Raleigh-Durham,UNITED STATES,Raleigh-Durham International Airport,35.877628,-78.787399,2,0,2,16,0,16,0,0,0,0,4,0,18,1,0.021606
522,SLC,,Salt Lake City,UNITED STATES,Salt Lake City International Airport,40.78838,-111.976997,3,0,3,27,0,27,0,0,0,0,4,0,17,1,0.035297
523,SEA,,Seattle,UNITED STATES,Seattle Tacoma International Airport,47.4482,-122.311203,7,0,7,85,0,85,0,0,0,0,4,0,13,0.904762,0.072752
524,UGC,,Urgench,UZBEKISTAN,Urgench International Airport,41.584835,60.63303,5,0,5,17,0,17,0,0,0,0,3,0,136,0.95,0.045438
525,CCS,,Caracas,VENEZUELA,Caracas Simon Bolivar International Airport,10.60311,-66.990501,3,0,3,15,0,15,0,0,0,0,8,0,121,1,0.034285
526,HAN,,Hanoi,VIETNAM,Hanoi Noi Bai International Airport,21.221189,105.807098,7,0,7,34,0,34,0,0,0,0,3,0,10,0.738095,0.059345
527,SGN,,Ho Chi Minh City,VIETNAM,Ho Chi Minh City International Airport,10.81879,106.651802,5,0,5,22,0,22,0,0,0,0,0,0,9,1,0.052464
528,ZSA,,San Salvador,BAHAMAS,San Salvador Airport,24.063271,-74.523903,1,0,1,1,0,1,0,0,0,0,5,0,503,0,0.006933
529,SCU,,Santiago de Cuba,CUBA,Santiago de Cuba Antonio Maceo Airport,19.969761,-75.835403,3,0,3,4,0,4,0,0,0,0,5,0,502,1,0.029952
530,AGF,,Agen,FRANCE,Agen La Garenne Airport,44.174709,0.590619,1,0,1,14,0,14,0,0,0,0,5,0,501,0,0.006933
531,AUR,,Aurillac,FRANCE,Aurillac Tronquieres Airport,44.897579,2.416719,1,0,1,11,0,11,0,0,0,0,5,0,500,0,0.006933
532,DCM,,Castres,FRANCE,Castres Mazamet Airport,43.554958,2.290592,1,0,1,14,0,14,0,0,0,0,5,0,499,0,0.006933
533,LPY,,Le Puy,FRANCE,Le Puy Loudes Airport,45.083332,3.766667,1,0,1,12,0,12,0,0,0,0,5,0,498,0,0.006933
534,LRT,,Lorient,FRANCE,Lorient South Brittany Airport,47.760529,-3.43995,3,0,3,23,0,23,0,0,0,0,5,0,485,1,0.021677
535,PGX,,Perigueux,FRANCE,Perigueux Bassillac Airport,45.197479,0.815217,1,0,1,12,0,12,0,0,0,0,5,0,497,0,0.006933
536,UIP,,Quimper,FRANCE,Quimper Cornouaille Airport,47.974998,-4.16777,1,0,1,18,0,18,0,0,0,0,5,0,496,0,0.006933
537,CAY,,Cayenne,FRENCH GUIANA,Cayenne Felix Eboue Airport,4.819722,-52.3619,1,0,1,13,0,13,0,0,0,0,5,0,495,0,0.006933
538,PAP,,Port-au-Prince,HAITI,Port-au-Prince Toussaint Louverture International Airport,18.58005,-72.292503,1,0,1,1,0,1,0,0,0,0,5,0,493,0,0.006933
539,VDA,,Ovda,ISRAEL,Ovda Airport,29.94025,34.935848,3,0,3,4,0,4,0,0,0,0,3,0,345,0.666667,0.018137
540,OZZ,,Ouarzazate,MOROCCO,Ouarzazate Airport,30.939051,-6.90943,1,0,1,2,0,2,0,0,0,0,5,0,343,0,0.006933
541,TOE,,Tozeur,TUNISIA,Tozeur Nefta International Airport,33.93972,8.110556,1,0,1,2,0,2,0,0,0,0,5,0,342,0,0.006933
558,VIT,,Vitoria,SPAIN,Vitoria Airport,42.882832,-2.72446,6,0,6,10,0,10,0,0,0,0,8,0,108,0.5,0.038845
542,MZR,,Mazar-I-Sharif,AFGHANISTAN,Mazar-I-Sharif International Airport,36.706909,67.209671,4,0,4,10,0,10,0,0,0,0,2,0,468,0.666667,0.022925
543,OMR,,Oradea,ROMANIA,Oradea International Airport,47.025269,21.9025,6,0,6,36,0,36,0,0,0,0,0,0,157,0.6,0.038116
544,KIR,,Kerry,IRELAND,Kerry Airport,52.18087,-9.52378,6,6,12,29,30,59,4,0.370187,0.387401,0.393149,8,0,724,0.8,0.056137
546,MHG,,Mannheim,GERMANY,Mannheim City Airport,49.472698,8.514264,2,0,2,31,0,31,0,0,0,0,0,0,353,0,0.019239
547,SCN,,Saarbrucken,GERMANY,Saarbrucken Airport,49.21455,7.109508,9,0,9,76,0,76,0,0,0,0,0,0,352,0.611111,0.079406
548,DLM,,Dalaman,TURKEY,Dalaman Airport,36.713051,28.7925,31,38,69,275,291,566,4,0.443987,0.471936,187.391023,2,0,724,0.351552,0.252329
549,JER,,Jersey,UNITED KINGDOM,Jersey Airport,49.207939,-2.1955,26,29,55,209,291,500,4,0.388867,0.416495,99.157061,4,0,724,0.296774,0.190426
550,NQY,,Newquay,UNITED KINGDOM,Newquay Cornwall Airport,50.440552,-4.9954,12,0,12,64,0,64,0,0,0,0,4,0,38,0.643939,0.101967
551,YHM,,Hamilton,CANADA,Hamilton John C. Munro International Airport,43.173611,-79.934998,1,0,1,1,0,1,0,0,0,0,0,0,490,0,0.009659
552,YYT,,St. John's,CANADA,St. John's International Airport,47.61861,-52.7519,3,0,3,12,0,12,0,0,0,0,4,0,489,1,0.030818
553,POP,,Puerto Plata,DOMINICAN REPUBLIC,Puerto Plata Gregorio Luperon International Airport,19.7579,-70.57,4,0,4,6,0,6,0,0,0,0,0,0,487,0.666667,0.041807
554,AOK,,Karpathos,GREECE,Karpathos Island National Airport,35.421398,27.146,4,0,4,16,0,16,0,0,0,0,6,0,486,0.833333,0.041383
555,TRS,,Trieste,ITALY,Trieste Friuli Venezia Giulia Airport,45.827499,13.47222,15,0,15,97,0,97,0,0,0,0,1,0,260,0.704762,0.134928
556,MBJ,,Montego Bay,JAMAICA,Montego Bay Sangster International Airport,18.50371,-77.9133,5,0,5,16,0,16,0,0,0,0,8,0,304,0.35,0.053972
557,WDH,,Windhoek,NAMIBIA,Windhoek Hosea Kutako International Airport,-22.479799,17.470949,3,0,3,13,0,13,0,0,0,0,0,0,292,0.666667,0.036324
559,SZF,,Samsun,TURKEY,Samsun Carsamba Airport,41.254478,36.567101,8,0,8,121,0,121,0,0,0,0,2,0,75,0.910714,0.059399
560,LAS,,Las Vegas,UNITED STATES,Las Vegas McCarran International Airport,36.080051,-115.152,7,0,7,41,0,41,0,0,0,0,4,0,27,0.785714,0.079113
561,RSW,,Fort Myers,UNITED STATES,Southwest Florida International Airport,26.53616,-81.755096,3,0,3,6,0,6,0,0,0,0,0,0,315,0.666667,0.034382
562,SZY,,Olsztyn,POLAND,Olsztyn Mazury Airport,53.481899,20.9377,3,0,3,8,0,8,0,0,0,0,0,0,401,0.666667,0.023588
388,PXO,,Porto Santo,PORTUGAL,Porto Santo Airport,33.07338,-16.349899,5,0,5,37,0,37,0,0,0,0,5,0,163,0.9,0.048552
565,ADA,,Adana,TURKEY,Adana Sakirpasa Airport,36.982159,35.28038,12,18,30,348,391,739,4,0.40124,0.425335,23.100226,2,0,724,0.480392,0.086897
566,EZS,,Elazig,TURKEY,Elazig Airport,38.606918,39.291409,6,0,6,73,0,73,0,0,0,0,2,0,92,0.966667,0.040601
567,GZT,,Gaziantep,TURKEY,Oguzeli Airport,36.947182,37.47868,8,0,8,181,0,181,0,0,0,0,2,0,77,0.982143,0.06301
568,TZX,,Trabzon,TURKEY,Trabzon Airport,40.995098,39.789719,7,12,19,259,275,534,4,0.384859,0.406111,293.12891,2,0,724,0.393939,0.041917
569,ONQ,,Zonguldak,TURKEY,Zonguldak Airport,41.516666,32.099998,1,0,1,3,0,3,0,0,0,0,0,0,354,0,0.011328
570,GCI,,Guernsey,UNITED KINGDOM,Guernsey Airport,49.434952,-2.60196,9,0,9,188,0,188,0,0,0,0,4,0,2,0.347222,0.073854
571,BGI,,Bridgetown,BARBADOS,Bridgetown Grantley Adams International Airport,13.0746,-59.492401,3,0,3,20,0,20,0,0,0,0,8,0,555,0.5,0.035718
572,VCP,,Campinas,BRAZIL,Campinas Viracopos International Airport,-23.007299,-47.134499,4,0,4,23,0,23,0,0,0,0,5,0,554,1,0.044214
573,REC,,Recife,BRAZIL,Recife Airport,-8.12679,-34.923,3,0,3,15,0,15,0,0,0,0,5,0,553,1,0.035109
574,YYC,,Calgary,CANADA,Calgary International Airport,51.11388,-114.019997,4,0,4,42,0,42,0,0,0,0,4,0,552,0.666667,0.047382
575,CSX,,Changsha,CHINA,Changsha Huanghua International Airport,28.196667,113.220833,2,0,2,6,0,6,0,0,0,0,4,0,551,1,0.02243
576,TAO,,Qingdao,CHINA,Qingdao Liuting International Airport,36.266102,120.374397,3,0,3,7,0,7,0,0,0,0,3,0,550,1,0.030121
577,SHE,,Shenyang,CHINA,Shenyang Taoxian International Airport,41.639839,123.483398,1,0,1,4,0,4,0,0,0,0,0,0,549,0,0.013269
578,HOG,,Holguin,CUBA,Holguin Frank Pais Airport,20.78558,-76.315102,5,0,5,8,0,8,0,0,0,0,4,0,548,0.85,0.060056
579,AZS,,Samana,DOMINICAN REPUBLIC,Samana El Catey International Airport,19.267,-69.741997,1,0,1,1,0,1,0,0,0,0,0,0,547,0,0.013269
580,FMO,,Munster,GERMANY,Munster Osnabruck International  Airport,52.13464,7.684831,13,14,27,115,117,232,4,0.409359,0.431857,9.186759,0,0,724,0.516484,0.123365
581,PAD,,Paderborn,GERMANY,Paderborn Lippstadt Airport,51.614079,8.616317,5,5,10,61,61,122,4,0.390117,0.408685,0.295911,0,0,724,0.7,0.052869
582,EFL,,Kefalonia,GREECE,Kefalonia Cephalonia International Airport,38.12006,20.500481,19,0,19,65,0,65,0,0,0,0,8,0,326,0.520468,0.17041
584,SOB,,Sarmelleek,HUNGARY,Sarmellek International Airport,46.686378,17.15905,1,0,1,1,0,1,0,0,0,0,0,0,546,0,0.013269
585,PNQ,,Pune,INDIA,Pune Airport,18.582109,73.919693,1,0,1,7,0,7,0,0,0,0,0,0,545,0,0.013269
586,SNN,,Shannon,IRELAND,Shannon Airport,52.701969,-8.92481,21,27,48,102,155,257,4,0.401738,0.429025,60.146303,4,0,724,0.325123,0.173637
587,URA,,Oral,KAZAKHSTAN,Oral Ak Zhol Airport,51.150829,51.543049,4,0,4,26,0,26,0,0,0,0,3,0,271,0.666667,0.021743
588,MBA,,Mombasa,KENYA,Mombasa Moi International Airport,-4.03483,39.59425,1,0,1,2,0,2,0,0,0,0,0,0,298,0,0.013269
589,BZG,,Bydgoszcz,POLAND,Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977659,7,0,7,30,0,30,0,0,0,0,0,0,289,0.619048,0.06522
590,KJA,,Krasnoyarsk,RUSSIA,Krasnoyarsk International Airport,56.172939,92.493271,10,0,10,101,0,101,0,0,0,0,3,0,194,0.611111,0.071425
591,DMM,,Dammam,SAUDI ARABIA,Dammam King Fahd International Airport,26.471161,49.79789,6,0,6,25,0,25,0,0,0,0,2,0,253,0.733333,0.056477
592,PNA,,Pamplona,SPAIN,Pamplona Airport,42.770031,-1.64633,2,0,2,37,0,37,0,0,0,0,8,0,285,1,0.025148
594,DYU,,Dushanbe,TAJIKISTAN,Dushanbe International Airport,38.543331,68.824997,8,0,8,62,0,62,0,0,0,0,3,0,143,0.678571,0.041269
595,HKT,,Phuket,THAILAND,Phuket International Airport,8.1132,98.316872,5,0,5,21,0,21,0,0,0,0,3,0,133,0.8,0.039162
596,TAB,,Scarborough,TRINIDAD AND TOBAGO,Scarborough International Airport,11.14965,-60.8321,1,0,1,1,0,1,0,0,0,0,0,0,283,0,0.013269
597,PDX,,Portland,UNITED STATES,Portland International Airport,45.588718,-122.597,4,0,4,19,0,19,0,0,0,0,4,0,19,1,0.041753
598,SAN,,San Diego,UNITED STATES,San Diego International Airport,32.733551,-117.189003,3,0,3,14,0,14,0,0,0,0,4,0,16,1,0.03361
599,SJC,,San Jose,UNITED STATES,San Jose International Airport,37.362659,-121.929001,2,0,2,14,0,14,0,0,0,0,4,0,14,1,0.02243
600,TPA,,Tampa,UNITED STATES,Tampa International Airport,27.97547,-82.533203,4,0,4,16,0,16,0,0,0,0,8,0,44,0.833333,0.041343
602,TBZ,,Tabriz,IRAN,Tabriz International Airport,38.133881,46.235001,2,0,2,19,0,19,0,0,0,0,2,0,351,1,0.020439
604,RLG,,Rostock,GERMANY,Rostock Laage Airport,53.917999,12.278,7,0,7,33,0,33,0,0,0,0,0,0,541,0.666667,0.061812
605,LCJ,,Lodz,POLAND,Lodz Wladyslaw Reymont Airport,51.721882,19.39813,5,0,5,18,0,18,0,0,0,0,8,0,321,0.7,0.053404
606,LUZ,,Lublin,POLAND,Lublin Airport,51.240002,22.713333,10,0,10,35,0,35,0,0,0,0,0,0,254,0.355556,0.077768
607,GRV,,Grozny,RUSSIA,Grozny Airport,43.388199,45.699684,4,0,4,41,0,41,0,0,0,0,3,0,318,0.666667,0.027548
147,MBX,,Maribor,SLOVENIA,Maribor Airport,46.479858,15.68613,1,0,1,3,0,3,0,0,0,0,0,0,317,0,0.013396
608,NRK,,Norrkoping,SWEDEN,Norrkoping Airport,58.58625,16.25062,2,0,2,14,0,14,0,0,0,0,0,0,316,1,0.024143
610,HBE,,Alexandria,EGYPT,Alexandria Borg El Arab Airport,30.91766,29.6964,4,0,4,16,0,16,0,0,0,0,2,0,540,0.666667,0.039062
647,LPP,,Lappeenranta,FINLAND,Lappeenranta Airport,61.044552,28.14439,2,0,2,4,0,4,0,0,0,0,1,0,539,1,0.018518
364,AXD,,Alexandroupolis,GREECE,Alexandroupolis International Airport,40.855862,25.956261,1,0,1,34,0,34,0,0,0,0,6,0,538,0,0.010444
611,JTY,,Astypalaia Island,GREECE,Astypalaia Island National Airport,36.566666,26.366667,1,0,1,7,0,7,0,0,0,0,6,0,537,0,0.010444
612,JKH,,Chios,GREECE,Chios Island National Airport,38.34317,26.14057,2,0,2,51,0,51,0,0,0,0,6,0,536,1,0.017345
613,JIK,,Ikaria,GREECE,Ikaria Island National Airport,37.666668,26.333332,1,0,1,9,0,9,0,0,0,0,6,0,535,0,0.010444
614,JKL,,Kalymnos,GREECE,Kalymnos Island National Airport,36.963329,26.940556,2,0,2,13,0,13,0,0,0,0,6,0,323,1,0.015929
615,KSO,,Kastoria,GREECE,Kastoria National Airport,40.446289,21.282181,1,0,1,1,0,1,0,0,0,0,6,0,534,0,0.010444
616,KIT,,Kithira,GREECE,Kithira Island National Airport,36.27425,23.01697,2,0,2,9,0,9,0,0,0,0,6,0,533,1,0.024135
617,KZI,,Kozani,GREECE,Kozani National Airport,40.28611,21.84083,1,0,1,4,0,4,0,0,0,0,6,0,532,0,0.010444
618,LXS,,Lemnos,GREECE,Lemnos International Airport,39.917068,25.2363,2,0,2,14,0,14,0,0,0,0,6,0,531,1,0.017345
619,LRS,,Leros,GREECE,Leros Municipal Airport,37.184898,26.80028,1,0,1,6,0,6,0,0,0,0,6,0,530,0,0.010444
620,MLO,,Milos,GREECE,Milos Island National Airport,36.69611,24.477501,1,0,1,22,0,22,0,0,0,0,6,0,529,0,0.010444
621,JNX,,Naxos,GREECE,Naxos Island National Airport,37.080551,25.36805,1,0,1,27,0,27,0,0,0,0,6,0,528,0,0.010444
622,PAS,,Paros,GREECE,Paros National Airport,37.019958,25.113379,2,0,2,33,0,33,0,0,0,0,6,0,527,1,0.017345
623,JSH,,Sitia,GREECE,Sitia Public Airport,35.216099,26.10132,2,0,2,6,0,6,0,0,0,0,6,0,322,1,0.018304
624,SKU,,Skyros,GREECE,Skyros Island National Airport,38.967548,24.487221,2,0,2,7,0,7,0,0,0,0,6,0,526,1,0.017345
625,JSY,,Syros Island,GREECE,Syros Island National Airport,37.423611,24.950001,2,0,2,9,0,9,0,0,0,0,6,0,525,1,0.017345
626,BOO,,Bodo,NORWAY,Bodo Airport,67.269157,14.36527,7,19,26,139,353,492,4,0.3649,0.385771,682.923732,7,0,724,0.160819,0.041755
627,HAU,,Haugesund,NORWAY,Haugesund Karmoy Airport,59.345261,5.208364,5,5,10,58,58,116,4,0.35817,0.372468,0.275919,7,0,724,0.55,0.040908
628,KSF,,Kassel,GERMANY,Kassel Calden Airport,51.420834,9.392222,4,0,4,13,0,13,0,0,0,0,6,0,542,0.5,0.031681
788,EGO,,Belgorod,RUSSIA,Belgorod International Airport,50.639999,36.59,6,0,6,92,0,92,0,0,0,0,3,0,210,0.666667,0.037073
629,KZS,,Kastelorizo,GREECE,Kastellorizo Airport,36.127769,29.56665,1,0,1,5,0,5,0,0,0,0,6,0,544,0,0.007589
630,BLE,,Borlange,SWEDEN,Borlange Dala Airport,60.422009,15.51521,2,0,2,16,0,16,0,0,0,0,7,0,309,1,0.014498
631,VBY,,Visby,SWEDEN,Visby Airport,57.662788,18.34621,5,0,5,107,0,107,0,0,0,0,7,0,113,0.8,0.027609
632,YEG,,Edmonton,CANADA,Edmonton International Airport,53.309719,-113.579002,2,0,2,9,0,9,0,0,0,0,4,0,492,1,0.019323
633,GOH,,Nuuk,GREENLAND,Nuuk Airport,64.190918,-51.678001,1,0,1,4,0,4,0,0,0,0,4,0,350,0,0.005632
634,AEY,,Akureyri,ICELAND,Akureyri Airport,65.658607,-18.072201,1,0,1,5,0,5,0,0,0,0,4,0,349,0,0.005632
636,BHD,,Belfast,UNITED KINGDOM,Belfast City George Best  Airport,54.61805,-5.8725,17,20,37,412,435,847,4,0.390587,0.415723,21.673185,4,0,724,0.442105,0.120914
637,ANC,,Anchorage,UNITED STATES,Anchorage Ted Stevens International Airport,61.174358,-149.996002,1,0,1,1,0,1,0,0,0,0,4,0,348,0,0.005632
638,BWI,,Baltimore,UNITED STATES,Baltimore Washington International Airport,39.175362,-76.668297,2,0,2,16,0,16,0,0,0,0,4,0,35,1,0.014792
639,CLE,,Cleveland,UNITED STATES,Cleveland Hopkins International Airport,41.410252,-81.853897,1,0,1,6,0,6,0,0,0,0,4,0,347,0,0.005632
640,PIT,,Pittsburgh,UNITED STATES,Pittsburgh International Airport,40.49147,-80.232803,1,0,1,5,0,5,0,0,0,0,4,0,346,0,0.005632
641,PVD,,Providence,UNITED STATES,Providence Theodore Francis Green Airport,41.723991,-71.4282,5,0,5,19,0,19,0,0,0,0,4,0,41,0.4,0.033943
642,CFN,,Donegal,IRELAND,Donegal Airport,55.044189,-8.341,2,0,2,8,0,8,0,0,0,0,4,0,564,1,0.019294
643,SZZ,,Szczecin,POLAND,Szczecin Goleniow Airport,53.584728,14.9022,10,0,10,55,0,55,0,0,0,0,0,0,227,0.422222,0.072093
644,VGO,,Vigo,SPAIN,Vigo-Peinador Airport,42.2318,-8.62677,9,0,9,114,0,114,0,0,0,0,8,0,123,0.916667,0.088429
609,INV,,Inverness,UNITED KINGDOM,Inverness Airport,57.5425,-4.0475,10,0,10,108,0,108,0,0,0,0,4,0,40,0.477778,0.090411
645,IOM,,Isle of Man,UNITED KINGDOM,Isle of Man Airport,54.083328,-4.62388,11,0,11,150,0,150,0,0,0,0,4,0,39,0.5,0.090327
646,SWF,,Newburgh,UNITED STATES,Newburgh Stewart International Airport,41.504108,-74.104797,5,0,5,29,0,29,0,0,0,0,4,0,42,0.3,0.034769
601,BDL,,Windsor Locks,UNITED STATES,Windsor Locks Bradley International Airport,41.938881,-72.683197,1,0,1,8,0,8,0,0,0,0,4,0,222,0,0.011999
733,NOC,,Knock,IRELAND,Knock Ireland West Airport,53.91029,-8.81849,13,13,26,72,72,144,4,0.378263,0.400017,3.262502,8,0,724,0.596154,0.118392
648,LMP,,Lampedusa,ITALY,Lampedusa Airport,35.49791,12.61808,7,0,7,65,0,65,0,0,0,0,1,0,543,0.666667,0.05248
649,SCV,,Suceava,ROMANIA,Suceava International Airport,47.6875,26.35405,5,0,5,25,0,25,0,0,0,0,0,0,224,0.4,0.039009
650,CWC,,Chernivtsi,UKRAINE,Chernivtsi International Airport,48.259319,25.980829,2,0,2,10,0,10,0,0,0,0,0,0,66,1,0.013539
651,PMF,,Parma,ITALY,Parma Airport,44.824478,10.29636,2,0,2,7,0,7,0,0,0,0,1,0,557,0,0.009158
652,REG,,Reggio Calabria,ITALY,Reggio Calabria Airport,38.071201,15.65155,3,0,3,37,0,37,0,0,0,0,1,0,311,0.666667,0.019084
654,CYO,,Cayo Largo del Sur,CUBA,Cayo Largo del Sur Vilo Acuna Airport,21.616449,-81.545898,2,0,2,2,0,2,0,0,0,0,1,0,562,1,0.021788
655,LRM,,La Romana,DOMINICAN REPUBLIC,La Romana International Airport,18.45071,-68.911797,1,0,1,3,0,3,0,0,0,0,1,0,561,0,0.010647
656,ASM,,Asmara,ERITREA,Asmara International Airport,15.29185,38.91066,2,0,2,5,0,5,0,0,0,0,2,0,560,1,0.020544
657,NOS,,Nosy Be,MADAGASCAR,Nosy Be Fascene Airport,-13.312,48.314819,2,0,2,3,0,3,0,0,0,0,1,0,559,1,0.021788
658,MLE,,Male,MALDIVES,Male Velana International Airport,4.191833,73.529121,4,0,4,10,0,10,0,0,0,0,2,0,558,1,0.039376
659,NVI,,Navoiy,UZBEKISTAN,Navoi International Airport,40.117771,65.175003,3,0,3,10,0,10,0,0,0,0,1,0,130,0.5,0.018158
660,PNL,,Pantelleria,ITALY,Pantelleria Airport,36.816509,11.96886,3,0,3,66,0,66,0,0,0,0,1,0,305,0.666667,0.017611
661,PIK,,Prestwick,UNITED KINGDOM,Glasgow Prestwick Airport,55.509441,-4.58666,16,19,35,62,69,131,4,0.392006,0.41495,17.945887,8,0,724,0.347953,0.126692
663,LMO,,Lossiemouth,UNITED KINGDOM,Royal Air Force,57.705212,-3.33916,1,0,1,1,0,1,0,0,0,0,1,0,246,0,0.011141
665,AKX,,Aktobe,KAZAKHSTAN,Aktobe Airport,50.245831,57.206661,3,0,3,38,0,38,0,0,0,0,3,0,279,1,0.010543
666,KGF,,Karaganda,KAZAKHSTAN,Karaganda Sary-Arka Airport,49.67083,73.334442,3,0,3,30,0,30,0,0,0,0,3,0,275,0.333333,0.014573
667,KOV,,Kokshetau,KAZAKHSTAN,Kokshetau Airport,53.330002,69.596664,1,0,1,2,0,2,0,0,0,0,3,0,274,0,0.00126
668,KSN,,Kostanay,KAZAKHSTAN,Kostanay Airport,53.20694,63.55027,3,0,3,22,0,22,0,0,0,0,3,0,273,1,0.010543
669,KZO,,Kyzylorda,KAZAKHSTAN,Kyzylorda Airport,44.70694,65.592499,2,0,2,23,0,23,0,0,0,0,3,0,272,1,0.002852
670,UKK,,Oskemen,KAZAKHSTAN,Oskemen Airport,50.036591,82.494179,3,0,3,45,0,45,0,0,0,0,3,0,270,0.333333,0.008473
671,PWQ,,Pavlodar,KAZAKHSTAN,Pavlodar Airport,52.195,77.073883,3,0,3,28,0,28,0,0,0,0,3,0,269,0.333333,0.008473
672,PPK,,Petropavl,KAZAKHSTAN,Petropavl,54.774349,69.18399,2,0,2,4,0,4,0,0,0,0,3,0,268,1,0.002852
673,PLX,,Semipalatinsk,KAZAKHSTAN,Semipalatinsk Semey Airport,50.351299,80.23436,2,0,2,10,0,10,0,0,0,0,3,0,267,1,0.002852
674,CIT,,Shymkent,KAZAKHSTAN,Shymkent International Airport,42.364159,69.478882,4,0,4,77,0,77,0,0,0,0,3,0,266,0.5,0.013264
675,DZN,,Zhezkazgan,KAZAKHSTAN,Zhezkazgan,47.708328,67.73333,2,0,2,10,0,10,0,0,0,0,3,0,265,1,0.002852
676,TDK,,Taldykorgan,KAZAKHSTAN,Taldykorgan Airport,45.109287,78.441322,1,0,1,8,0,8,0,0,0,0,3,0,278,0,0.001592
677,DMB,,Taraz,KAZAKHSTAN,Taraz Airport,42.853611,71.303612,2,0,2,11,0,11,0,0,0,0,3,0,277,0,0.007214
678,OMS,,Omsk,RUSSIA,Omsk Tsentralny Airport,54.967041,73.310509,7,0,7,71,0,71,0,0,0,0,3,0,154,0.666667,0.031649
679,LPX,,Liepaja,LATVIA,Liepaja Airport,56.517502,21.096939,1,0,1,4,0,4,0,0,0,0,7,0,262,0,0.008412
680,AES,,Alesund,NORWAY,Alesund Vigra Airport,62.560371,6.110164,7,8,15,127,129,256,4,0.376941,0.395898,8.649991,7,0,724,0.660714,0.046348
681,FBM,,Lubumbashi,DEMOCRATIC REPUBLIC OF THE CONGO,Lubumbashi International Airport,-11.5913,27.53088,1,0,1,1,0,1,0,0,0,0,0,0,622,0,0.007292
682,SJU,,San Juan,PUERTO RICO,San Juan Luis Munoz Marin International Airport,18.439409,-66.001801,2,0,2,5,0,5,0,0,0,0,8,0,621,1,0.019171
683,IND,,Indianapolis,UNITED STATES,Indianapolis International Airport,39.717289,-86.294601,1,0,1,2,0,2,0,0,0,0,0,0,126,0,0.007292
684,AUA,,Oranjestad,ARUBA,Oranjestad Queen Beatrix International Airport,12.50138,-70.015198,2,0,2,11,0,11,0,0,0,0,4,0,699,1,0.024952
685,RAI,,Praia,CAPE VERDE,Praia Nelson Mandela International Airport,14.92448,-23.4935,3,0,3,16,0,16,0,0,0,0,5,0,584,0.666667,0.025287
686,HGH,,Hangzhou,CHINA,Hangzhou Xiaoshan International Airport,30.2295,120.434402,1,0,1,3,0,3,0,0,0,0,4,0,698,0,0.013691
687,XMN,,Xiamen,CHINA,Xiamen Gaoqi International Airport,24.544029,118.127701,1,0,1,8,0,8,0,0,0,0,4,0,697,0,0.013691
688,CUR,,Willemstad,CURACAO,Willemstad Curacao Hato International Airport,12.18885,-68.959801,1,0,1,16,0,16,0,0,0,0,4,0,696,0,0.013691
689,UIO,,Quito,ECUADOR,Quito Mariscal Sucre International Airport,-0.1133,-78.358597,2,0,2,19,0,19,0,0,0,0,8,0,648,1,0.025569
690,CGK,,Jakarta,INDONESIA,Jakarta Soekarno Hatta International Airport,-6.12556,106.6558,3,0,3,19,0,19,0,0,0,0,4,0,690,1,0.032749
691,BON,,Bonaire,NETHERLANDS,Bonaire Flamingo International Airport,12.13104,-68.268501,1,0,1,3,0,3,0,0,0,0,4,0,695,0,0.013691
692,PBM,,Paramaribo,SURINAME,Paramaribo Zanderij International Airport,5.452831,-55.187698,1,0,1,12,0,12,0,0,0,0,4,0,694,0,0.013691
