Id,City,Country,Label,Name,latitude,longitude
777,Simferopol,UKRAINE,SIP,Simferopol International Airport,45.052219,33.975128
778,Namangan,UZBEKISTAN,NMA,Namangan Airport,40.984570,71.556740
779,Samarkand,UZBEKISTAN,SKD,Samarkand International Airport,39.700539,66.983818
780,Lankaran,AZERBAIJAN,LLK,Lankaran International Airport,38.742031,48.824093
781,Sanya,CHINA,SYX,Sanya Phoenix International Airport,18.302891,109.412201
782,Pardubice,CZECH REPUBLIC,PED,Pardubice Airport,50.013409,15.738640
783,Abakan,RUSSIA,ABA,Abakan International Airport,53.740002,91.385002
784,Apatity,RUSSIA,KVK,Apatity Airport,67.463303,33.588299
785,Arkhangelsk,RUSSIA,ARH,Arkhangelsk Talagi Airport,64.600281,40.716660
786,Astrakhan,RUSSIA,ASF,Astrakhan Narimanovo Airport,46.283329,48.006271
787,Barnaul,RUSSIA,BAX,Barnaul Airport,53.363770,83.538528
788,Belgorod,RUSSIA,EGO,Belgorod International Airport,50.639999,36.590000
789,Beslan,RUSSIA,OGZ,Beslan Airport,43.205002,44.606667
790,Bratsk,RUSSIA,BTK,Bratsk Airport,56.370548,101.698303
791,Bryansk,RUSSIA,BZK,Bryansk International Airport,53.214191,34.176441
792,Bugulma,RUSSIA,UUA,Bugulma Airport,54.630001,52.790001
793,Chelyabinsk,RUSSIA,CEK,Chelyabinsk Airport,55.305828,61.503330
794,Cherepovets,RUSSIA,CEE,Cherepovets Airport,59.276669,38.028332
795,Gelendzhik,RUSSIA,GDZ,Gelendzhik Airport,44.566666,38.016666
796,Gorno-Altaysk,RUSSIA,RGK,Gorno-Altaysk Airport,51.969166,85.836388
797,Izhevsk,RUSSIA,IJK,Izhevsk Airport,56.828049,53.457500
798,Kemerovo,RUSSIA,KEJ,Kemerovo International Airport,55.270088,86.107201
799,Makhachkala,RUSSIA,MCX,Makhachkala Uytash Airport,42.816818,47.652290
800,Novokuznetsk,RUSSIA,NOZ,Novokuznetsk Spichenkovo Airport,53.811378,86.877220
801,Orsk,RUSSIA,OSW,Orsk Airport,51.071667,58.596668
802,Penza,RUSSIA,PEZ,Penza Airport,53.110550,45.021111
803,Perm,RUSSIA,PEE,Perm Bolshoye Savino Airport,57.914509,56.021210
804,Petrozavodsk,RUSSIA,PES,Petrozavodsk Airport,61.885159,34.154739
805,Sabetta,RUSSIA,SBT,Sabetta International Airport,71.236946,72.153053
806,Saransk,RUSSIA,SKX,Saransk Airport,54.125000,45.215000
807,Saratov,RUSSIA,RTW,Saratov Tsentralny Airport,51.564999,46.046665
808,Stavropol,RUSSIA,STW,Stavropol Shpakovskoye Airport,45.109161,42.112770
809,Tomsk,RUSSIA,TOF,Tomsk Bogashevo Airport,56.383331,85.211670
810,Udachny,RUSSIA,PYJ,Udachny Polyarny Airport,66.410004,112.050003
811,Ukhta,RUSSIA,UCT,Ukhta Airport,63.566940,53.804722
812,Ulan-Ude,RUSSIA,UUD,Ulan-Ude Airport,51.807758,107.437599
813,Usinsk,RUSSIA,USK,Usinsk Airport,66.004723,57.367222
814,Volgograd,RUSSIA,VOG,Volgograd International Airport,48.782520,44.345539
815,Kulob,TAJIKISTAN,TJU,Kulob Airport,37.988335,69.805000
816,Andizhan,UZBEKISTAN,AZN,Andizhan Airport,40.727730,72.294006
817,Bukhara,UZBEKISTAN,BHK,Bukhara International Airport,39.775002,64.483330
818,Fergana,UZBEKISTAN,FEG,Fergana International Airport,40.358761,71.745018
819,Karshi,UZBEKISTAN,KSQ,Karshi Airport,38.833630,65.921463
820,Termez,UZBEKISTAN,TMJ,Termez Airport,37.280502,67.318954
821,Cayo Coco,CUBA,CCC,Cayo Coco Jardines del Rey Airport,22.461111,-78.328613
822,Aqaba,JORDAN,AQJ,Aqaba King Hussein International Airport,29.611610,35.018059
823,Ulan Bator,MONGOLIA,ULN,Ulan Bator Chinggis Khaan International Airport,47.843048,106.766602
824,Cheboksary,RUSSIA,CSY,Cheboksary Airport,56.090000,47.340000
825,Khanty-Mansiysk,RUSSIA,HMA,Khanty-Mansiysk Airport,61.018600,69.083801
826,Magadan,RUSSIA,GDX,Magadan Sokol Airport,59.910980,150.720398
827,Magnitogorsk,RUSSIA,MQF,Magnitogorsk International Airport,53.393131,58.755661
828,Petropavlovsk-Kamchatsky,RUSSIA,PKC,Petropavlovsk-Kamchatsky Airport,53.167881,158.453598
829,Vladivostok,RUSSIA,VVO,Vladivostok International Airport,43.398949,132.147995
830,Yuzhno-Sakhalinsk,RUSSIA,UUS,Yuzhno-Sakhalinsk Airport,46.888672,142.717499
831,Nha Trang,VIETNAM,CXR,Nha Trang Cam Ranh International Airport,11.993611,109.224998
832,Gyumri,ARMENIA,LWN,Gyumri Shirak Airport,40.750000,43.849998
833,Nakhchivan,AZERBAIJAN,NAJ,Nakhchivan International Airport,39.188610,45.458332
834,Goa,INDIA,GOI,Goa International Airport,15.380830,73.831421
835,Anadyr,RUSSIA,DYR,Anadyr Ugolny Airport,64.730003,177.740005
836,Chulman,RUSSIA,NER,Chulman Airport,56.913334,124.911667
837,Elista,RUSSIA,ESL,Elista Airport,46.370594,44.332966
838,Ivanovo,RUSSIA,IWA,Ivanovo Yuzhny Airport,56.939400,40.940800
839,Kaluga,RUSSIA,KLF,Kaluga Grabtsevo Airport,54.549999,36.366669
840,Kirov,RUSSIA,KVX,Kirov Pobedilovo Airport,58.503052,49.347221
841,Kogalym,RUSSIA,KGP,Kogalym International Airport,62.195831,74.533607
842,Kurgan,RUSSIA,KRO,Kurgan Airport,55.475269,65.415550
843,Kursk,RUSSIA,URS,Kursk Airport,51.750000,36.266666
844,Magas,RUSSIA,IGT,Magas Airport,43.322300,45.012600
845,Nalchik,RUSSIA,NAL,Nalchik Airport,43.513332,43.638332
846,Naryan-Mar,RUSSIA,NNM,Naryan-Mar Airport,67.639999,53.121941
847,Tambov,RUSSIA,TBW,Tambov Donskoye Airport,52.806099,41.482800
848,Ulyanovsk,RUSSIA,ULV,Ulyanovsk Baratayevka Airport,54.275555,48.243057
849,Ulyanovsk,RUSSIA,ULY,Ulyanovsk Vostochny Airport,54.400002,48.799999
850,Vorkuta,RUSSIA,VKT,Vorkuta Airport,67.488609,63.993050
851,Rostov-on-Don,RUSSIA,RVI,Rostov-on-Don Airport,47.258202,39.818081
852,Yaroslavl,RUSSIA,IAR,Yaroslavl Tunoshna Airport,57.560001,40.150002
853,Banja Luka,BOSNIA AND HERZEGOVINA,BNX,Banja Luka International Airport,44.941441,17.297501
854,Valladolid,SPAIN,VLL,Valladolid Airport,41.706108,-4.851940
855,Stockholm,SWEDEN,VST,Stockholm Vasteras Hasslo Airport,59.589439,16.633610
856,Ivano-Frankivsk,UKRAINE,IFO,Ivano-Frankivsk International Airport,48.884159,24.686110
857,Oxford,UNITED KINGDOM,OXF,London Oxford Airport,51.836941,-1.320000
858,Banjul,GAMBIA,BJL,Banjul International Airport,13.337960,-16.652201
859,Badajoz,SPAIN,BJZ,Badajoz Airport,38.891251,-6.821330
860,Leon,SPAIN,LEN,Leon Airport,42.588890,-5.655556
861,San Sebastian,SPAIN,EAS,San Sebastian Airport,43.356510,-1.790610
862,Nouadhibou,MAURITANIA,NDB,Nouadhibou International Airport,20.933060,-17.029900
863,Dakhla,MOROCCO,VIL,Dakhla Airport,23.713333,-15.935000
864,El Aaiun,MOROCCO,EUN,El Aaiun Hassan Airport,27.151661,-13.219100
865,El Hierro,SPAIN,VDE,El Hierro Airport,27.814840,-17.886999
866,Cochabamba,BOLIVIA,CBB,Cochabamba Jorge Wilstermann International Airport,-17.421000,-66.177101
867,Santa Cruz,BOLIVIA,VVI,Santa Cruz Viru Viru International Airport,-17.644699,-63.135300
868,Cali,COLOMBIA,CLO,Cali Alfonso Bonilla Aragon International Airport,3.543056,-76.381599
869,Medellin,COLOMBIA,MDE,Medellin Jose Maria Cordova International Airport,6.164444,-75.422997
870,Guayaquil,ECUADOR,GYE,Guayaquil International Airport,-2.157410,-79.883499
871,Malabo,EQUATORIAL GUINEA,SSG,Malabo International Airport,3.755267,8.708717
872,Guatemala City,GUATEMALA,GUA,Guatemala City La Aurora International Airport,14.583270,-90.527397
873,San Pedro Sula,HONDURAS,SAP,San Pedro Sula La Mesa International Airport,15.452630,-87.923500
874,Asuncion,PARAGUAY,ASU,Asuncion Silvio Pettirossi International Airport,-25.239799,-57.519100
875,Logrono,SPAIN,RJL,Logrono Agoncillo Airport,42.460953,-2.322235
876,Melilla,SPAIN,MLN,Melilla Airport,35.279812,-2.956250
877,Montevideo,URUGUAY,MVD,Montevideo Carrasco International Airport,-34.838402,-56.030800
878,Ceuta,SPAIN,JCU,Ceuta Heliport,35.892799,-5.306390
879,Lleida,SPAIN,ILD,Lleida Alguaire Airport,41.726925,0.539164
880,Kalmar,SWEDEN,KLR,Kalmar Airport,56.685532,16.287571
881,La Gomera,SPAIN,GMZ,La Gomera Airport,28.016666,-17.200001
882,Sundsvall,SWEDEN,SDL,Sundsvall Timra Airport,62.528118,17.443920
883,Cambridge,UNITED KINGDOM,CBG,Cambridge Airport,52.205002,0.175000
884,Angelholm,SWEDEN,AGH,Angelholm Helsingborg Airport,56.296070,12.847130
885,Hagfors,SWEDEN,HFS,Hagfors Airport,60.020061,13.578900
886,Kiruna,SWEDEN,KRN,Kiruna Airport,67.821983,20.336760
887,Kramfors,SWEDEN,KRF,Kramfors Hoga Kusten Airport ,63.048592,17.768850
888,Kristianstad,SWEDEN,KID,Kristianstad Osterlen Airport,55.921680,14.085530
889,Lycksele,SWEDEN,LYC,Lycksele Airport,64.548317,18.716209
890,Ornskoldsvik,SWEDEN,OER,Ornskoldsvik Airport,63.408329,18.990030
891,Ostersund,SWEDEN,OSD,Ostersund Are Airport,63.194118,14.502000
892,Ronneby,SWEDEN,RNB,Ronneby Airport,56.266659,15.265000
893,Skelleftea,SWEDEN,SFT,Skelleftea Airport,64.624771,21.076891
894,Sveg,SWEDEN,EVG,Sveg Harjedalen Airport,62.047810,14.422950
895,Vilhelmina,SWEDEN,VHM,Vilhelmina Airport,64.579079,16.833570
896,Halmstad,SWEDEN,HAD,Halmstad Airport,56.691120,12.820210
897,Trollhattan,SWEDEN,THN,Trollhattan Vanersborg Airport,58.318050,12.345000
898,Elba,ITALY,EBA,Elba Marina di Campo Airport,42.760269,10.239440
899,Lugano,SWITZERLAND,LUG,Lugano Airport,46.004269,8.910578
900,Tymvou,TURKEY,ECN,Tymvou Ercan International Airport,35.154720,33.496109
901,Van,TURKEY,VAN,Van Airport,38.468208,43.332298
902,Medina,SAUDI ARABIA,MED,Medina Prince Mohammad bin Abdulaziz Airport,24.553419,39.705059
903,Adiyaman,TURKEY,ADF,Adiyaman Airport,37.731361,38.468929
904,Agri,TURKEY,AJI,Agri Airport,39.654560,43.027149
905,Antakya,TURKEY,HTY,Antakya Hatay Airport,36.362778,36.282223
906,Batman,TURKEY,BAL,Batman Airport,37.928959,41.116581
907,Bingol,TURKEY,BGG,Bingol Airport,38.861111,40.592499
908,Bursa,TURKEY,YEI,Bursa Yenisehir Airport,40.255001,29.562500
909,Canakkale,TURKEY,CKZ,Canakkale Airport,40.137718,26.426769
910,Diyarbakir,TURKEY,DIY,Diyarbakır Airport,37.893890,40.201012
911,Edremit,TURKEY,EDO,Edremit Balikesir Koca Seyit Airport,39.549999,27.010000
912,Erzincan,TURKEY,ERC,Erzincan Airport,39.710201,39.527000
913,Erzurum,TURKEY,ERZ,Erzurum Airport,39.956501,41.170158
914,Igdir,TURKEY,IGD,Igdir Airport,39.983055,43.866390
915,Kahramanmaras,TURKEY,KCM,Kahramanmaras Airport,37.534401,36.950500
916,Kars,TURKEY,KSY,Kars Harakani Airport,40.562222,43.115002
917,Malatya,TURKEY,MLX,Malatya Erhac Airport,38.435341,38.091000
918,Mardin,TURKEY,MQM,Mardin Airport,37.223331,40.631660
919,Mus,TURKEY,MSR,Mus Airport,38.747761,41.661228
920,Ordu,TURKEY,OGU,Ordu Giresun Airport,40.966667,38.066666
921,Sanliurfa,TURKEY,GNY,Sanliurfa GAP Airport,37.450001,38.900002
922,Sirnak,TURKEY,NKT,Sirnak Airport,37.363888,42.060001
923,Tekirdag,TURKEY,TEQ,Tekirdag Corlu Airport,41.138332,27.919167
924,Yuksekova,TURKEY,YKO,Yuksekova Hakkari Airport,37.545242,44.255165
925,Ahvaz,IRAN,AWZ,Ahwaz International Airport,31.337429,48.761951
926,Isfahan,IRAN,IFN,Isfahan International Airport,32.750832,51.861259
927,Mashhad,IRAN,MHD,Mashhad International Airport,36.235191,59.640968
928,Urmia,IRAN,OMH,Urmia Airport,37.668121,45.068699
929,Benghazi,LIBYA,BEN,Benghazi Benina International Airport,32.096779,20.269470
930,Misrata,LIBYA,MRA,Misrata International Airport,32.325558,15.059722
931,Tripoli,LIBYA,TIP,Tripoli International Airport,32.663540,13.159010
932,Kathmandu,NEPAL,KTM,Kathmandu Tribhuvan International Airport,27.696581,85.359100
933,Kano,NIGERIA,KAN,Kano Mallam Aminu International Airport,12.047580,8.524622
934,Karachi,PAKISTAN,KHI,Karachi Jinnah International Airport,24.906540,67.160789
935,Manila,PHILIPPINES,MNL,Manila Ninoy Aquino International Airport,14.508640,121.019501
936,Al-Qassim,SAUDI ARABIA,ELQ,Al-Qassim Regional Airport,26.302820,43.773911
937,Taif,SAUDI ARABIA,TIF,Taif Airport,21.483410,40.544331
938,Yanbu,SAUDI ARABIA,YNB,Yanbu Airport,24.144239,38.063351
939,Dar-es-Salaam,TANZANIA,DAR,Dar-es-Salaam Julius Nyerere International Airport,-6.878110,39.202621
940,Zanzibar,TANZANIA,ZNZ,Zanzibar Abeid Amani Karume International Airport,-6.222020,39.224880
941,Cardak,TURKEY,DNZ,Denizli Cardak Airport,37.785561,29.701290
942,Isparta,TURKEY,ISE,Isparta Suleyman Demirel Airport,37.866112,30.382221
943,Kastamonu,TURKEY,KFS,Kastamonu Airport,41.314167,33.795555
944,Kutahya,TURKEY,KZR,Kutahya Zafer Airport,39.111389,30.129999
945,Merzifon,TURKEY,MZH,Merzifon Airport,40.829369,35.521992
946,Nevsehir,TURKEY,NAV,Nevsehir Kapadokya Airport,38.768890,34.526390
947,Sinop,TURKEY,NOP,Sinop Airport,42.019001,35.079189
948,Sivas,TURKEY,VAS,Sivas Nuri Demirag Airport,39.813820,36.903488
949,Entebbe,UGANDA,EBB,Entebbe International Airport,0.042386,32.443501
950,Kherson,UKRAINE,KHE,Kherson International Airport,46.672394,32.507988
951,Izmit,TURKEY,KCO,Izmit Topel Airport,40.735027,30.083336
952,Colombo,SRI LANKA,CMB,Colombo Bandaranaike International Airport,7.180756,79.884109
953,Vinnytsia,UKRAINE,VIN,Vinnytsia Havryshivka International Airport,49.243427,28.611200
954,Kirkwall,UNITED KINGDOM,KOI,Kirkwall Airport,58.957771,-2.905000
955,Scatsta,UNITED KINGDOM,SCS,Scatsta Airport,60.432777,-1.296111
956,Stornoway,UNITED KINGDOM,SYY,Stornoway Airport,58.215549,-6.331110
957,Sumburgh,UNITED KINGDOM,LSI,Sumburgh Airport,59.878880,-1.295550
958,Wick,UNITED KINGDOM,WIC,Wick Airport,58.458881,-3.093050
959,Amritsar,INDIA,ATQ,Amritsar International Airport,31.709591,74.797256
960,Coventry,UNITED KINGDOM,CVT,Coventry Airport,52.369720,-1.479720
961,Gibraltar,GIBRALTAR,GIB,Gibraltar Airport,36.151211,-5.349660
962,Chester,UNITED KINGDOM,CEG,Chester Hawarden Airport,53.178051,-2.977770
963,Anglesey,UNITED KINGDOM,VLY,Anglesey Airport,53.240002,-4.530000
964,Swansea,UNITED KINGDOM,SWS,Swansea Airport,51.605331,-4.067830
965,Dinard,FRANCE,DNR,Dinard Pleurtuit Saint-Malo Airport,48.587769,-2.080000
966,Halifax,CANADA,YHZ,Halifax Stanfield International Airport,44.880829,-63.508598
967,Barra,UNITED KINGDOM,BRR,Barra Airport,57.016998,-7.433000
968,Benbecula,UNITED KINGDOM,BEB,Benbecula Airport,57.481110,-7.362770
969,Campbeltown,UNITED KINGDOM,CAL,Campbeltown Airport,55.430000,-5.680000
970,Londonderry,UNITED KINGDOM,LDY,City of Derry Airport,55.042770,-7.161110
971,Islay,UNITED KINGDOM,ILY,Islay Airport,55.681938,-6.256660
972,Tiree,UNITED KINGDOM,TRE,Tiree Airport,56.499161,-6.869160
973,Bermuda,BERMUDA,BDA,Bermuda L.F. Wade International Airport,32.364040,-64.678703
974,Liberia,COSTA RICA,LIR,Liberia International Airport,10.593010,-85.545502
975,Kingston,JAMAICA,KIN,Kingston Norman Manley International Airport,17.935659,-76.787498
976,Puerto Vallarta,MEXICO,PVR,Puerto Vallarta International Airport,20.680080,-105.253998
977,Vieux Fort,SAINT LUCIA,UVF,Vieux Fort Hewanorra International Airport,13.733190,-60.952499
978,Austin,UNITED STATES,AUS,Austin Bergstrom International Airport,30.194521,-97.669800
979,Perth,AUSTRALIA,PER,Perth Airport,-31.940201,115.966904
980,Nassau,BAHAMAS,NAS,Nassau Lynden Pindling International Airport,25.038950,-77.466202
981,Sylhet,BANGLADESH,ZYL,Sylhet Osmani International Airport,24.963240,91.866783
982,Ottawa,CANADA,YOW,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669098
983,Ahmedabad,INDIA,AMD,Ahmedabad International Airport,23.077240,72.634651
984,Hyderabad,INDIA,HYD,Hyderabad Rajiv Gandhi International Airport,17.254000,78.431000
985,Plymouth,UNITED KINGDOM,PLH,Plymouth,50.422771,-4.105830
986,Nashville,UNITED STATES,BNA,Nashville International Airport,36.124470,-86.678101
987,Tuxekan Island,UNITED STATES,WNC,Naukati Bay Seaplane Base,55.849602,-133.227997
988,New Orleans,UNITED STATES,MSY,New Orleans Louis Armstrong International Airport,29.993380,-90.258003
989,Phoenix,UNITED STATES,PHX,Phoenix Sky Harbor International Airport,33.434269,-112.011002
990,Wiener Neustadt,AUSTRIA,QEW,Wiener Neustadt East Airport,47.843334,16.260000
991,Paris,FRANCE,LBG,Paris Le Bourget Airport,48.958801,2.433600
992,Poprad,SLOVAKIA,TAT,Poprad Tatry Airport,49.073589,20.241140
993,White Plains,UNITED STATES,HPN,White Plains Westchester County Airport,41.066940,-73.707497
994,Grenoble,FRANCE,GNB,Grenoble Isere Airport,45.363049,5.332778
995,Dundee,UNITED KINGDOM,DND,Dundee Airport,56.452492,-3.025830
996,Oklahoma City,UNITED STATES,OKC,Oklahoma City Will Rogers World Airport,35.393082,-97.600700
997,Alderney,UNITED KINGDOM,ACI,Alderney Airport,49.706108,-2.214720
