,from_airports_list,to_airports_list,departure_delay_time_list,departure_delay_list,arrival_delay_time_list,arrival_delay_list,flight_code_list
8172,ORY,FCO,-796.0,True,1115.0,False,VY6259
8173,FCO,FRA,-1425.0,True,84.0,False,LH231
8174,FCO,FRA,-1495.0,True,-314.0,True,LH237
8175,FRA,FCO,-1030.0,True,787.0,False,LH230
8176,FRA,FCO,-936.0,True,706.0,False,LH236
8177,FCO,MUC,-71.0,True,1183.0,False,AZ436
8178,FCO,MUC,-1756.0,True,-538.0,True,LH1867
8179,FCO,MUC,-1745.0,True,-599.0,True,LH1869
8180,MUC,FCO,-526.0,True,1547.0,False,AZ433
8181,MUC,FCO,-1476.0,True,256.0,False,LH1866
8182,MUC,FCO,-1647.0,True,35.0,False,LH1868
8183,FCO,ATH,-2172.0,True,-337.0,True,A3651
8184,FCO,ATH,-651.0,True,1388.0,False,AZ722
8185,ATH,FCO,-1595.0,True,-70.0,True,A3650
8186,ATH,FCO,303.0,False,2112.0,False,AZ717
8187,FCO,KGS,135.0,False,2019.0,False,FR5018
8188,KGS,FCO,-4598.0,True,-2880.0,True,FR5019
8189,FCO,RHO,-552.0,True,1568.0,False,FR5366
8190,RHO,FCO,-94.0,True,1519.0,False,FR5367
8191,FCO,JTR,-631.0,True,1159.0,False,VY3314
8192,JTR,FCO,-16.0,True,1147.0,False,VY3315
8193,FCO,DUB,-847.0,True,1377.0,False,EI403
8194,DUB,FCO,-1054.0,True,1869.0,False,EI402
8195,FCO,AHO,-1890.0,True,-327.0,True,AZ1571
8196,FCO,AHO,-700.0,True,937.0,False,AZ1575
8197,FCO,AHO,-749.0,True,973.0,False,AZ1579
8198,AHO,FCO,-247.0,True,1042.0,False,AZ1572
8199,AHO,FCO,-694.0,True,639.0,False,AZ1578
8200,AHO,FCO,-24.0,True,1453.0,False,AZ1580
8201,FCO,BRI,-732.0,True,939.0,False,AZ1617
8202,FCO,BRI,-891.0,True,610.0,False,FR7092
8203,BRI,FCO,-316.0,True,1193.0,False,AZ1612
8204,BRI,FCO,-12.0,True,1167.0,False,FR7093
8205,FCO,BLQ,-1149.0,True,197.0,False,AZ1319
8206,FCO,BLQ,-961.0,True,111.0,False,AZ1321
8207,BLQ,FCO,-202.0,True,1180.0,False,AZ1312
8208,BLQ,FCO,-17218.0,True,-15632.0,True,AZ1318
8209,FCO,BDS,-888.0,True,-228.0,True,AZ1623
8210,FCO,BDS,-486.0,True,1177.0,False,FR7103
8211,BDS,FCO,99.0,False,601.0,False,AZ1634
8212,BDS,FCO,292.0,False,1557.0,False,FR7104
8213,FCO,CAG,-514.0,True,1090.0,False,AZ1563
8214,FCO,CAG,-1228.0,True,158.0,False,AZ1581
8215,FCO,CAG,-402.0,True,1023.0,False,AZ1587
8216,FCO,CAG,-634.0,True,816.0,False,AZ1591
8217,FCO,CAG,-1480.0,True,26.0,False,AZ1593
8218,FCO,CAG,-364.0,True,1228.0,False,AZ1595
8219,FCO,CAG,-252.0,True,1404.0,False,AZ1597
8220,FCO,CAG,-938.0,True,529.0,False,AZ1599
8221,CAG,FCO,-688.0,True,697.0,False,AZ1500
8222,CAG,FCO,66.0,False,1614.0,False,AZ1584
8223,CAG,FCO,261.0,False,1635.0,False,AZ1588
8224,CAG,FCO,-2657.0,True,-1170.0,True,AZ1590
8225,CAG,FCO,-129.0,True,1233.0,False,AZ1592
8226,CAG,FCO,-476.0,True,789.0,False,AZ1594
8227,CAG,FCO,8.0,False,1514.0,False,AZ1596
8228,CAG,FCO,-833.0,True,606.0,False,AZ1598
8229,FCO,CTA,-1052.0,True,450.0,False,AZ1731
